"RegionName","Year","Month","Portion"
"94587",2002,8,0.005206
"95035",2002,8,0.005263
"94536",2002,8,0.009485
"94513",2002,8,0.002764
"94806",2002,8,0.013392
"95123",2002,8,0.004587
"94509",2002,8,0.019273
"95122",2002,8,0.023256
"94015",2002,8,0.012931
"94541",2002,8,0.011765
"95051",2002,8,0.012381
"95116",2002,8,0.01414
"94601",2002,8,0.019231
"95037",2002,8,0.010606
"95008",2002,8,0.009273
"94546",2002,8,0.008475
"94520",2002,8,0.022727
"94568",2002,8,0.007927
"94804",2002,8,0.013438
"94561",2002,8,0.013467
"94578",2002,8,0.014134
"95128",2002,8,0.021739
"95121",2002,8,0.016703
"94521",2002,8,0.005112
"94621",2002,8,0.027631
"94801",2002,8,0.015079
"94611",2002,8,0.008197
"94603",2002,8,0.012025
"94545",2002,8,0.015824
"94608",2002,8,0.013158
"95133",2002,8,0.034483
"94602",2002,8,0.010204
"94619",2002,8,0.021429
"94547",2002,8,0.013659
"94596",2002,8,0.045454
"94803",2002,8,0.01413
"94588",2002,8,0.007353
"95126",2002,8,0.015152
"94505",2002,8,0.012727
"94565",2002,9,0.013189
"94112",2002,9,0.009722
"94110",2002,9,0.017857
"94513",2002,9,0.003626
"95127",2002,9,0.008621
"94806",2002,9,0.019538
"95123",2002,9,0.008419
"94509",2002,9,0.021191
"94080",2002,9,0.009434
"95122",2002,9,0.016279
"94015",2002,9,0.017001
"94541",2002,9,0.025779
"95125",2002,9,0.008772
"94539",2002,9,0.02439
"95116",2002,9,0.016912
"95037",2002,9,0.012482
"94577",2002,9,0.01603
"94118",2002,9,0.029412
"94520",2002,9,0.015909
"94124",2002,9,0.025
"94804",2002,9,0.015528
"94561",2002,9,0.021753
"94578",2002,9,0.013601
"95121",2002,9,0.019913
"94621",2002,9,0.029699
"94531",2002,9,0.004717
"94611",2002,9,0.018558
"94603",2002,9,0.028659
"94545",2002,9,0.016514
"94580",2002,9,0.011628
"95131",2002,9,0.01715
"94608",2002,9,0.035527
"95133",2002,9,0.024138
"94518",2002,9,0.012195
"94947",2002,9,0.009804
"95054",2002,9,0.017857
"94519",2002,9,0.01282
"94596",2002,9,0.031818
"94505",2002,9,0.03825
"94105",2002,9,0.045454
"94565",2002,10,0.019455
"94587",2002,10,0.005209
"94513",2002,10,0.004241
"95127",2002,10,0.021419
"94806",2002,10,0.016776
"95123",2002,10,0.005022
"94509",2002,10,0.023397
"94122",2002,10,0.014286
"94015",2002,10,0.008843
"94541",2002,10,0.021624
"95020",2002,10,0.009091
"94539",2002,10,0.017073
"95014",2002,10,0.009804
"95116",2002,10,0.03375
"94601",2002,10,0.038027
"95136",2002,10,0.012195
"94577",2002,10,0.01
"95129",2002,10,0.013158
"95132",2002,10,0.009804
"94804",2002,10,0.017628
"94134",2002,10,0.013514
"94561",2002,10,0.011875
"95121",2002,10,0.018188
"94531",2002,10,0.010744
"94040",2002,10,0.015152
"94611",2002,10,0.011433
"94603",2002,10,0.028369
"94133",2002,10,0.035715
"94608",2002,10,0.065847
"94131",2002,10,0.014286
"95032",2002,10,0.015625
"94547",2002,10,0.010462
"94519",2002,10,0.022488
"94596",2002,10,0.02715
"94702",2002,10,0.025
"94505",2002,10,0.035744
"94565",2002,11,0.027736
"94544",2002,11,0.007463
"94538",2002,11,0.006849
"94513",2002,11,0.002429
"95111",2002,11,0.006667
"95127",2002,11,0.021292
"94806",2002,11,0.007869
"95123",2002,11,0.007118
"94509",2002,11,0.017803
"94080",2002,11,0.011164
"95122",2002,11,0.007813
"94541",2002,11,0.009333
"94087",2002,11,0.016129
"95116",2002,11,0.02125
"94601",2002,11,0.052884
"94014",2002,11,0.015625
"95037",2002,11,0.015201
"94551",2002,11,0.008197
"94605",2002,11,0.010638
"94568",2002,11,0.007937
"94804",2002,11,0.030022
"94606",2002,11,0.045454
"94523",2002,11,0.01
"95128",2002,11,0.017857
"95121",2002,11,0.008586
"95070",2002,11,0.026316
"94621",2002,11,0.018178
"94531",2002,11,0.010085
"94114",2002,11,0.021739
"95117",2002,11,0.025
"94801",2002,11,0.021739
"94603",2002,11,0.027609
"94002",2002,11,0.020833
"94608",2002,11,0.03833
"94062",2002,11,0.022727
"94602",2002,11,0.014286
"94547",2002,11,0.016335
"94030",2002,11,0.025
"94519",2002,11,0.032537
"94805",2002,11,0.022727
"94505",2002,11,0.016984
"94925",2002,11,0.027778
"94565",2002,12,0.018275
"94112",2002,12,0.009091
"94587",2002,12,0.007377
"94513",2002,12,0.005081
"95127",2002,12,0.026044
"95123",2002,12,0.008889
"94509",2002,12,0.007173
"94541",2002,12,0.009557
"95020",2002,12,0.007778
"95125",2002,12,0.007937
"94539",2002,12,0.008621
"95112",2002,12,0.025641
"95116",2002,12,0.02032
"95148",2002,12,0.009091
"94601",2002,12,0.053617
"94014",2002,12,0.037254
"95037",2002,12,0.017903
"95008",2002,12,0.01
"94577",2002,12,0.010416
"94546",2002,12,0.011905
"95124",2002,12,0.009091
"94605",2002,12,0.015023
"94066",2002,12,0.007937
"94804",2002,12,0.026531
"94606",2002,12,0.063068
"94561",2002,12,0.006945
"94523",2002,12,0.014043
"95120",2002,12,0.009804
"95128",2002,12,0.031731
"95121",2002,12,0.011679
"94582",2002,12,0.005882
"94531",2002,12,0.011776
"95117",2002,12,0.0375
"94063",2002,12,0.035715
"94603",2002,12,0.062011
"94545",2002,12,0.01087
"94608",2002,12,0.030285
"94062",2002,12,0.048167
"94903",2002,12,0.01
"94043",2002,12,0.016129
"95032",2002,12,0.025521
"94547",2002,12,0.010016
"94609",2002,12,0.059172
"94519",2002,12,0.017516
"94588",2002,12,0.008475
"94506",2002,12,0.010416
"94022",2002,12,0.029412
"95110",2002,12,0.020833
"94702",2002,12,0.030227
"94542",2002,12,0.076923
"94065",2002,12,0.017242
"95130",2002,12,0.054945
"94505",2002,12,0.015761
"94565",2003,1,0.0117
"94112",2003,1,0.017992
"94544",2003,1,0.010435
"95035",2003,1,0.007043
"94513",2003,1,0.007321
"95127",2003,1,0.021557
"94806",2003,1,0.014493
"95123",2003,1,0.01868
"94015",2003,1,0.016394
"95020",2003,1,0.012626
"95051",2003,1,0.019231
"95112",2003,1,0.017949
"95148",2003,1,0.014984
"94601",2003,1,0.043519
"94014",2003,1,0.023109
"95037",2003,1,0.010096
"94560",2003,1,0.008334
"94577",2003,1,0.007292
"94605",2003,1,0.020123
"94520",2003,1,0.011111
"94804",2003,1,0.012863
"94606",2003,1,0.035511
"94134",2003,1,0.029412
"94044",2003,1,0.02
"94523",2003,1,0.00793
"95128",2003,1,0.018819
"95121",2003,1,0.016482
"94521",2003,1,0.007463
"94404",2003,1,0.023256
"94526",2003,1,0.010638
"94531",2003,1,0.011287
"94040",2003,1,0.027778
"95117",2003,1,0.0215
"94801",2003,1,0.022147
"94603",2003,1,0.05125
"94545",2003,1,0.020109
"95131",2003,1,0.0125
"94062",2003,1,0.029399
"94564",2003,1,0.020833
"94542",2003,1,0.076574
"94065",2003,1,0.033808
"94517",2003,1,0.021739
"94505",2003,1,0.023036
"94565",2003,2,0.00867
"94112",2003,2,0.010867
"95035",2003,2,0.011972
"94513",2003,2,0.004288
"95111",2003,2,0.018868
"95127",2003,2,0.020407
"94806",2003,2,0.020562
"95123",2003,2,0.010959
"94509",2003,2,0.01282
"94015",2003,2,0.011475
"94541",2003,2,0.011959
"95020",2003,2,0.017313
"95051",2003,2,0.013462
"95148",2003,2,0.008762
"94601",2003,2,0.019781
"94014",2003,2,0.047895
"94553",2003,2,0.009091
"95037",2003,2,0.012294
"95124",2003,2,0.014922
"94605",2003,2,0.021051
"95132",2003,2,0.01282
"94117",2003,2,0.040486
"94568",2003,2,0.013334
"94804",2003,2,0.020183
"94401",2003,2,0.018519
"95121",2003,2,0.020416
"94404",2003,2,0.016279
"94531",2003,2,0.014497
"94801",2003,2,0.033665
"94603",2003,2,0.02375
"94545",2003,2,0.012011
"94306",2003,2,0.041666
"94602",2003,2,0.038462
"95135",2003,2,0.013158
"95138",2003,2,0.021739
"94703",2003,2,0.13986
"94945",2003,2,0.03125
"94542",2003,2,0.038986
"94065",2003,2,0.02039
"94505",2003,2,0.028456
"94565",2003,3,0.014854
"94110",2003,3,0.019231
"94587",2003,3,0.010753
"95035",2003,3,0.014735
"95111",2003,3,0.013208
"95127",2003,3,0.026661
"94806",2003,3,0.028493
"95123",2003,3,0.009736
"94509",2003,3,0.018408
"94122",2003,3,0.015625
"95122",2003,3,0.019608
"95020",2003,3,0.009331
"95051",2003,3,0.013966
"95116",2003,3,0.014286
"94601",2003,3,0.023413
"94014",2003,3,0.028
"95136",2003,3,0.008475
"95037",2003,3,0.014307
"94560",2003,3,0.02631
"94551",2003,3,0.013699
"94605",2003,3,0.020739
"94066",2003,3,0.011628
"94403",2003,3,0.022222
"94010",2003,3,0.013514
"94124",2003,3,0.026316
"94568",2003,3,0.009333
"94804",2003,3,0.036459
"94578",2003,3,0.014286
"94523",2003,3,0.008621
"95121",2003,3,0.010447
"94521",2003,3,0.009281
"94621",2003,3,0.015625
"94061",2003,3,0.015625
"94531",2003,3,0.007647
"94801",2003,3,0.047624
"94580",2003,3,0.013889
"95131",2003,3,0.018902
"94131",2003,3,0.016129
"94518",2003,3,0.019231
"94607",2003,3,0.041666
"94547",2003,3,0.007576
"94024",2003,3,0.054945
"94564",2003,3,0.046245
"95110",2003,3,0.026316
"94703",2003,3,0.074866
"94127",2003,3,0.023809
"94706",2003,3,0.117647
"94618",2003,3,0.020284
"94507",2003,3,0.019231
"94542",2003,3,0.030628
"94505",2003,3,0.024195
"94565",2003,4,0.012282
"94544",2003,4,0.012195
"94587",2003,4,0.012114
"95035",2003,4,0.007497
"94536",2003,4,0.00926
"94513",2003,4,0.006818
"95111",2003,4,0.019549
"95127",2003,4,0.022762
"94806",2003,4,0.026971
"94509",2003,4,0.014687
"94122",2003,4,0.021141
"95122",2003,4,0.020972
"94109",2003,4,0.027027
"94015",2003,4,0.007143
"94539",2003,4,0.007143
"95116",2003,4,0.021111
"94601",2003,4,0.026785
"94553",2003,4,0.009394
"95136",2003,4,0.015736
"95037",2003,4,0.022272
"94560",2003,4,0.024243
"94546",2003,4,0.007353
"95124",2003,4,0.01275
"94551",2003,4,0.014691
"94605",2003,4,0.017991
"94403",2003,4,0.015555
"95132",2003,4,0.011783
"94124",2003,4,0.052904
"94804",2003,4,0.022245
"94561",2003,4,0.00625
"94044",2003,4,0.009616
"94132",2003,4,0.029412
"94521",2003,4,0.022171
"94621",2003,4,0.049399
"94531",2003,4,0.006132
"94801",2003,4,0.025737
"94530",2003,4,0.02
"94602",2003,4,0.022408
"94903",2003,4,0.009434
"94579",2003,4,0.019231
"94519",2003,4,0.019231
"94564",2003,4,0.039215
"94803",2003,4,0.015625
"94588",2003,4,0.007937
"95110",2003,4,0.04016
"94706",2003,4,0.048443
"94563",2003,4,0.015625
"94065",2003,4,0.01087
"94505",2003,4,0.021143
"94565",2003,5,0.005677
"94112",2003,5,0.016667
"94544",2003,5,0.018245
"94587",2003,5,0.022226
"94536",2003,5,0.015491
"94513",2003,5,0.007363
"95111",2003,5,0.015675
"95127",2003,5,0.016113
"94806",2003,5,0.020633
"95123",2003,5,0.005493
"94509",2003,5,0.013993
"94122",2003,5,0.01183
"95122",2003,5,0.019019
"94109",2003,5,0.018919
"94015",2003,5,0.020873
"95020",2003,5,0.006173
"94087",2003,5,0.014493
"94539",2003,5,0.01587
"95112",2003,5,0.017242
"95116",2003,5,0.030245
"95148",2003,5,0.007576
"94601",2003,5,0.038084
"94014",2003,5,0.009616
"95136",2003,5,0.009405
"95037",2003,5,0.019485
"94025",2003,5,0.008334
"94560",2003,5,0.012446
"94577",2003,5,0.006411
"94303",2003,5,0.025641
"94546",2003,5,0.01229
"94551",2003,5,0.007681
"94605",2003,5,0.023648
"94066",2003,5,0.011963
"94403",2003,5,0.015926
"94520",2003,5,0.007813
"95132",2003,5,0.013492
"94117",2003,5,0.019231
"94583",2003,5,0.01282
"94124",2003,5,0.032033
"94568",2003,5,0.004951
"94561",2003,5,0.00981
"95121",2003,5,0.007143
"94521",2003,5,0.014182
"94404",2003,5,0.006667
"94621",2003,5,0.064219
"95117",2003,5,0.033333
"94611",2003,5,0.007813
"94063",2003,5,0.03125
"94941",2003,5,0.009091
"94610",2003,5,0.012195
"94043",2003,5,0.011363
"94070",2003,5,0.008065
"94947",2003,5,0.00926
"94085",2003,5,0.022727
"94547",2003,5,0.012582
"94564",2003,5,0.049112
"94803",2003,5,0.024096
"94506",2003,5,0.0125
"95110",2003,5,0.023112
"94618",2003,5,0.023029
"94705",2003,5,0.042017
"94505",2003,5,0.009885
"94565",2003,6,0.00417
"94112",2003,6,0.011667
"94544",2003,6,0.010454
"94587",2003,6,0.016893
"94536",2003,6,0.009084
"94513",2003,6,0.003859
"95111",2003,6,0.008333
"95127",2003,6,0.011691
"94806",2003,6,0.008615
"94509",2003,6,0.011554
"95122",2003,6,0.034486
"94015",2003,6,0.021728
"94541",2003,6,0.005319
"95020",2003,6,0.021968
"94087",2003,6,0.010145
"95051",2003,6,0.014085
"95125",2003,6,0.006945
"94539",2003,6,0.009752
"95116",2003,6,0.016061
"95148",2003,6,0.023485
"94601",2003,6,0.020195
"94550",2003,6,0.004311
"95037",2003,6,0.01547
"94025",2003,6,0.012327
"94560",2003,6,0.011888
"94303",2003,6,0.017949
"94546",2003,6,0.007206
"94605",2003,6,0.020563
"94066",2003,6,0.016349
"94520",2003,6,0.015273
"95132",2003,6,0.007936
"94583",2003,6,0.008974
"94134",2003,6,0.013889
"94561",2003,6,0.011929
"94578",2003,6,0.030303
"95121",2003,6,0.013334
"94621",2003,6,0.059364
"95117",2003,6,0.023333
"94611",2003,6,0.015469
"94603",2003,6,0.016667
"94610",2003,6,0.020732
"94530",2003,6,0.023857
"94602",2003,6,0.015166
"94402",2003,6,0.02439
"94518",2003,6,0.00926
"94947",2003,6,0.01712
"94607",2003,6,0.03268
"94619",2003,6,0.013158
"94107",2003,6,0.025641
"94085",2003,6,0.03514
"95135",2003,6,0.022222
"94547",2003,6,0.013546
"95118",2003,6,0.009434
"94564",2003,6,0.026212
"94803",2003,6,0.025803
"94563",2003,6,0.018973
"94618",2003,6,0.027206
"94507",2003,6,0.014286
"95139",2003,6,0.045454
"94565",2003,7,0.008397
"94587",2003,7,0.016871
"94536",2003,7,0.006434
"95111",2003,7,0.021266
"95127",2003,7,0.015614
"95123",2003,7,0.005012
"94509",2003,7,0.01294
"95122",2003,7,0.021086
"94015",2003,7,0.016944
"94541",2003,7,0.018009
"95020",2003,7,0.014205
"95051",2003,7,0.015883
"95148",2003,7,0.015
"94550",2003,7,0.007403
"94553",2003,7,0.004311
"95136",2003,7,0.018293
"94901",2003,7,0.015873
"95037",2003,7,0.011236
"94025",2003,7,0.013539
"94560",2003,7,0.006731
"95008",2003,7,0.007247
"94303",2003,7,0.027692
"95124",2003,7,0.005
"95129",2003,7,0.00926
"94605",2003,7,0.018323
"94066",2003,7,0.009834
"94520",2003,7,0.018822
"94583",2003,7,0.009341
"94124",2003,7,0.020833
"94804",2003,7,0.009091
"94561",2003,7,0.011819
"94578",2003,7,0.030828
"95120",2003,7,0.008929
"94401",2003,7,0.013158
"95121",2003,7,0.03217
"94404",2003,7,0.007376
"94621",2003,7,0.027283
"94582",2003,7,0.005102
"94801",2003,7,0.014286
"95050",2003,7,0.014286
"94611",2003,7,0.009344
"94603",2003,7,0.042917
"94545",2003,7,0.007813
"94598",2003,7,0.009616
"95133",2003,7,0.010204
"94610",2003,7,0.0241
"94602",2003,7,0.017949
"94402",2003,7,0.017073
"94043",2003,7,0.015604
"94518",2003,7,0.015573
"94947",2003,7,0.010225
"95054",2003,7,0.007937
"94607",2003,7,0.045761
"94107",2003,7,0.017949
"94085",2003,7,0.02028
"95032",2003,7,0.018182
"94579",2003,7,0.0125
"95135",2003,7,0.015555
"94547",2003,7,0.012732
"94803",2003,7,0.033557
"95138",2003,7,0.012195
"95110",2003,7,0.025
"94618",2003,7,0.015651
"94542",2003,7,0.041666
"94565",2003,8,0.00842
"94112",2003,8,0.007813
"94587",2003,8,0.015582
"94536",2003,8,0.010742
"94513",2003,8,0.002263
"95111",2003,8,0.031078
"95127",2003,8,0.027469
"94806",2003,8,0.003846
"95123",2003,8,0.009042
"94509",2003,8,0.017343
"94080",2003,8,0.006173
"95122",2003,8,0.008
"94015",2003,8,0.006917
"94541",2003,8,0.011596
"95020",2003,8,0.009881
"94087",2003,8,0.00625
"95051",2003,8,0.008442
"95125",2003,8,0.006548
"95112",2003,8,0.018519
"95014",2003,8,0.005814
"95148",2003,8,0.011784
"94601",2003,8,0.017857
"94014",2003,8,0.009804
"94550",2003,8,0.004363
"94553",2003,8,0.009041
"95136",2003,8,0.012805
"94901",2003,8,0.011111
"95037",2003,8,0.014871
"94025",2003,8,0.006494
"94303",2003,8,0.046608
"94605",2003,8,0.028205
"94066",2003,8,0.020982
"94403",2003,8,0.008621
"94520",2003,8,0.023561
"95132",2003,8,0.007143
"94555",2003,8,0.011765
"94804",2003,8,0.024546
"94561",2003,8,0.01785
"94578",2003,8,0.015822
"94401",2003,8,0.019015
"95128",2003,8,0.017242
"95121",2003,8,0.019436
"94521",2003,8,0.004202
"94621",2003,8,0.029239
"94526",2003,8,0.005263
"94114",2003,8,0.013514
"94801",2003,8,0.020204
"94611",2003,8,0.017085
"94603",2003,8,0.037513
"94545",2003,8,0.016338
"94941",2003,8,0.007576
"95133",2003,8,0.025661
"94610",2003,8,0.025881
"94602",2003,8,0.010302
"94043",2003,8,0.027767
"94518",2003,8,0.026091
"94607",2003,8,0.049482
"94085",2003,8,0.021394
"95032",2003,8,0.012727
"94547",2003,8,0.005545
"94519",2003,8,0.029412
"94564",2003,8,0.014286
"94803",2003,8,0.028465
"94022",2003,8,0.021739
"95138",2003,8,0.017628
"94502",2003,8,0.017857
"94805",2003,8,0.017857
"94507",2003,8,0.020952
"94572",2003,8,0.034602
"94565",2003,9,0.007188
"94544",2003,9,0.009524
"94587",2003,9,0.020453
"94538",2003,9,0.006494
"94536",2003,9,0.00681
"94513",2003,9,0.005821
"95111",2003,9,0.018054
"95127",2003,9,0.020917
"94806",2003,9,0.010822
"95123",2003,9,0.009018
"94509",2003,9,0.012943
"94080",2003,9,0.01065
"95122",2003,9,0.025974
"95020",2003,9,0.013737
"95125",2003,9,0.009454
"95112",2003,9,0.022578
"95116",2003,9,0.016949
"94601",2003,9,0.0125
"94014",2003,9,0.016667
"94553",2003,9,0.00551
"95037",2003,9,0.008225
"94560",2003,9,0.015958
"95008",2003,9,0.009636
"94303",2003,9,0.03826
"94546",2003,9,0.007353
"94605",2003,9,0.024739
"94066",2003,9,0.020192
"94520",2003,9,0.022411
"95132",2003,9,0.012353
"94124",2003,9,0.020956
"94555",2003,9,0.01373
"94804",2003,9,0.015455
"94561",2003,9,0.019979
"94566",2003,9,0.005882
"94523",2003,9,0.006757
"94401",2003,9,0.01081
"95128",2003,9,0.039847
"94521",2003,9,0.00815
"95070",2003,9,0.011363
"94621",2003,9,0.015217
"94531",2003,9,0.011278
"94801",2003,9,0.043686
"94611",2003,9,0.009859
"94603",2003,9,0.029322
"94545",2003,9,0.009952
"94002",2003,9,0.011363
"94062",2003,9,0.034483
"95133",2003,9,0.016024
"94610",2003,9,0.013294
"94602",2003,9,0.013089
"94549",2003,9,0.014286
"94043",2003,9,0.01712
"94518",2003,9,0.014592
"94607",2003,9,0.023804
"94085",2003,9,0.033665
"94547",2003,9,0.006939
"94519",2003,9,0.020588
"94803",2003,9,0.028089
"95138",2003,9,0.021386
"94089",2003,9,0.054945
"94703",2003,9,0.038462
"94706",2003,9,0.018519
"94805",2003,9,0.033333
"94563",2003,9,0.01282
"94707",2003,9,0.029412
"94708",2003,9,0.025
"94597",2003,9,0.008772
"94542",2003,9,0.035227
"95119",2003,9,0.048387
"94565",2003,10,0.005999
"94544",2003,10,0.014863
"94587",2003,10,0.014319
"94538",2003,10,0.010428
"94501",2003,10,0.019231
"94536",2003,10,0.006285
"94513",2003,10,0.006235
"95111",2003,10,0.011257
"95127",2003,10,0.014167
"94806",2003,10,0.006845
"95123",2003,10,0.01848
"94509",2003,10,0.009399
"94080",2003,10,0.006282
"95122",2003,10,0.026656
"94015",2003,10,0.009346
"94541",2003,10,0.004167
"95020",2003,10,0.01281
"94087",2003,10,0.009018
"95125",2003,10,0.011584
"95112",2003,10,0.02172
"95116",2003,10,0.02148
"94014",2003,10,0.02022
"95136",2003,10,0.005319
"94025",2003,10,0.007043
"94560",2003,10,0.017268
"94303",2003,10,0.016386
"94605",2003,10,0.01742
"94066",2003,10,0.010742
"94403",2003,10,0.02013
"94520",2003,10,0.018383
"95132",2003,10,0.00729
"94124",2003,10,0.051961
"94555",2003,10,0.013473
"94804",2003,10,0.013788
"94561",2003,10,0.019352
"94044",2003,10,0.006945
"95120",2003,10,0.007937
"94401",2003,10,0.014305
"95128",2003,10,0.042474
"94115",2003,10,0.018519
"94521",2003,10,0.010225
"94404",2003,10,0.007937
"94526",2003,10,0.009912
"94531",2003,10,0.011518
"94040",2003,10,0.008772
"94801",2003,10,0.025642
"94603",2003,10,0.018886
"94545",2003,10,0.018186
"95131",2003,10,0.018519
"94002",2003,10,0.020149
"94062",2003,10,0.038424
"95133",2003,10,0.015556
"94610",2003,10,0.031945
"94903",2003,10,0.00926
"94518",2003,10,0.012228
"94085",2003,10,0.020597
"95032",2003,10,0.015625
"95118",2003,10,0.018182
"94030",2003,10,0.019231
"94519",2003,10,0.024449
"94803",2003,10,0.013294
"94506",2003,10,0.009804
"95138",2003,10,0.021551
"94805",2003,10,0.019941
"94019",2003,10,0.019231
"94505",2003,10,0.007143
"95119",2003,10,0.033871
"94027",2003,10,0.076923
"94005",2003,10,0.076923
"94565",2003,11,0.010761
"94112",2003,11,0.006757
"94544",2003,11,0.013858
"94110",2003,11,0.025
"94587",2003,11,0.00604
"95035",2003,11,0.017857
"94538",2003,11,0.01188
"94501",2003,11,0.013462
"94536",2003,11,0.008011
"94513",2003,11,0.003085
"95111",2003,11,0.017915
"95127",2003,11,0.026351
"94806",2003,11,0.013192
"95123",2003,11,0.021373
"94509",2003,11,0.003699
"94080",2003,11,0.008309
"95122",2003,11,0.052186
"94015",2003,11,0.006542
"95020",2003,11,0.020289
"95125",2003,11,0.014033
"94539",2003,11,0.007463
"95112",2003,11,0.009488
"95014",2003,11,0.007937
"95116",2003,11,0.040118
"94601",2003,11,0.011111
"94014",2003,11,0.010233
"94553",2003,11,0.006024
"95136",2003,11,0.012983
"95037",2003,11,0.016394
"94086",2003,11,0.014706
"94025",2003,11,0.024161
"94560",2003,11,0.025722
"94577",2003,11,0.007143
"94303",2003,11,0.035439
"94546",2003,11,0.010539
"95129",2003,11,0.008334
"94605",2003,11,0.0178
"94403",2003,11,0.029825
"94010",2003,11,0.010204
"94520",2003,11,0.028088
"94583",2003,11,0.008621
"94124",2003,11,0.033578
"94555",2003,11,0.005917
"94134",2003,11,0.016129
"94561",2003,11,0.015744
"94578",2003,11,0.015625
"95128",2003,11,0.020833
"95121",2003,11,0.017857
"94521",2003,11,0.011536
"94404",2003,11,0.016194
"94621",2003,11,0.019231
"94531",2003,11,0.010305
"94801",2003,11,0.040927
"94603",2003,11,0.029888
"94545",2003,11,0.010448
"95131",2003,11,0.022578
"94002",2003,11,0.021946
"94062",2003,11,0.020345
"95133",2003,11,0.022151
"94610",2003,11,0.019445
"94131",2003,11,0.013514
"94085",2003,11,0.05945
"94547",2003,11,0.00771
"95118",2003,11,0.012727
"94519",2003,11,0.034747
"94564",2003,11,0.020833
"94803",2003,11,0.042873
"94022",2003,11,0.020833
"95138",2003,11,0.021018
"95110",2003,11,0.033333
"94805",2003,11,0.0375
"94563",2003,11,0.030162
"94904",2003,11,0.027778
"95130",2003,11,0.027778
"94930",2003,11,0.064102
"94565",2003,12,0.013684
"94544",2003,12,0.016347
"94110",2003,12,0.0175
"95035",2003,12,0.017307
"94538",2003,12,0.005835
"94536",2003,12,0.013806
"94513",2003,12,0.005364
"95111",2003,12,0.017725
"95127",2003,12,0.033123
"94806",2003,12,0.007527
"95123",2003,12,0.025436
"94509",2003,12,0.01182
"95122",2003,12,0.029465
"94109",2003,12,0.0125
"94015",2003,12,0.015462
"95020",2003,12,0.024733
"95125",2003,12,0.007389
"95116",2003,12,0.03103
"94601",2003,12,0.020278
"94014",2003,12,0.011458
"95136",2003,12,0.008077
"94901",2003,12,0.018868
"95037",2003,12,0.016794
"94025",2003,12,0.015574
"94560",2003,12,0.013496
"95008",2003,12,0.00625
"94303",2003,12,0.022826
"94121",2003,12,0.016667
"94546",2003,12,0.01377
"94551",2003,12,0.010527
"94605",2003,12,0.009659
"94403",2003,12,0.024038
"94010",2003,12,0.015079
"94520",2003,12,0.025297
"95132",2003,12,0.008197
"94804",2003,12,0.009747
"94561",2003,12,0.011646
"94578",2003,12,0.033665
"94523",2003,12,0.007143
"95128",2003,12,0.033929
"95121",2003,12,0.019746
"94521",2003,12,0.015971
"94404",2003,12,0.009828
"94621",2003,12,0.024331
"94061",2003,12,0.023809
"94531",2003,12,0.015351
"94114",2003,12,0.027778
"94801",2003,12,0.043152
"95050",2003,12,0.01282
"94063",2003,12,0.040486
"94603",2003,12,0.030675
"94580",2003,12,0.008475
"95131",2003,12,0.012286
"94002",2003,12,0.010658
"95133",2003,12,0.037416
"94610",2003,12,0.023039
"94602",2003,12,0.0125
"94549",2003,12,0.016667
"94043",2003,12,0.03125
"94131",2003,12,0.026126
"94947",2003,12,0.009804
"94085",2003,12,0.036842
"95118",2003,12,0.014714
"94519",2003,12,0.021354
"94803",2003,12,0.026923
"95138",2003,12,0.010261
"94805",2003,12,0.042708
"94960",2003,12,0.017857
"94965",2003,12,0.038462
"94065",2003,12,0.013514
"95030",2003,12,0.022727
"94505",2003,12,0.013012
"95033",2003,12,0.090909
"94565",2004,1,0.023116
"94544",2004,1,0.008722
"94587",2004,1,0.012195
"95035",2004,1,0.024347
"94538",2004,1,0.008594
"94536",2004,1,0.007846
"94513",2004,1,0.00686
"95111",2004,1,0.023033
"95127",2004,1,0.025742
"94806",2004,1,0.014462
"95123",2004,1,0.033255
"94509",2004,1,0.022911
"94122",2004,1,0.015625
"95122",2004,1,0.027667
"94015",2004,1,0.008861
"94541",2004,1,0.014085
"95020",2004,1,0.019427
"95051",2004,1,0.018519
"95125",2004,1,0.011679
"95112",2004,1,0.025
"95116",2004,1,0.032506
"94601",2004,1,0.012083
"94550",2004,1,0.008929
"94553",2004,1,0.0095
"95136",2004,1,0.026587
"94901",2004,1,0.034041
"95037",2004,1,0.008641
"94086",2004,1,0.025245
"94560",2004,1,0.02959
"94116",2004,1,0.019231
"94546",2004,1,0.018056
"95124",2004,1,0.017857
"94551",2004,1,0.025887
"94605",2004,1,0.013826
"94066",2004,1,0.010204
"94403",2004,1,0.009809
"94010",2004,1,0.01998
"94520",2004,1,0.012364
"95132",2004,1,0.03635
"94124",2004,1,0.029412
"94555",2004,1,0.0125
"94561",2004,1,0.013664
"94578",2004,1,0.020597
"95128",2004,1,0.02
"95121",2004,1,0.04793
"94521",2004,1,0.016228
"94404",2004,1,0.014303
"94621",2004,1,0.025573
"94061",2004,1,0.016667
"94531",2004,1,0.009152
"94114",2004,1,0.019445
"95117",2004,1,0.05
"94801",2004,1,0.034073
"94063",2004,1,0.058437
"94603",2004,1,0.026176
"94545",2004,1,0.011363
"94580",2004,1,0.018127
"95133",2004,1,0.036837
"94903",2004,1,0.028571
"94043",2004,1,0.043614
"94131",2004,1,0.034952
"94518",2004,1,0.017857
"94579",2004,1,0.038462
"94547",2004,1,0.01045
"95118",2004,1,0.022611
"94803",2004,1,0.029395
"94805",2004,1,0.023958
