"RegionName","Year","Month","Ratio"
94111,2013,1,20.04
94525,2013,1,11.97
94038,2013,1,18.85
94937,2013,1,23.08
94158,2013,1,18.95
94970,2013,1,24.34
94020,2013,1,18.82
94565,2013,2,9.36
94112,2013,2,18.6
94544,2013,2,13.67
94110,2013,2,21.42
94587,2013,2,17.33
95035,2013,2,19
94538,2013,2,18.42
94501,2013,2,21.44
94536,2013,2,20.15
94513,2013,2,13.25
95111,2013,2,13.99
95127,2013,2,14.51
94806,2013,2,9.95
95123,2013,2,17.36
94509,2013,2,9.47
94122,2013,2,22.53
94080,2013,2,17.26
95122,2013,2,13.06
94109,2013,2,19.16
94015,2013,2,18.07
94541,2013,2,13.6
95020,2013,2,15.1
94087,2013,2,27.98
95051,2013,2,21.91
95125,2013,2,24.59
94539,2013,2,24.91
95112,2013,2,15.54
95014,2013,2,28.7
95116,2013,2,13.38
95148,2013,2,17.92
94601,2013,2,10.86
94014,2013,2,16.28
94550,2013,2,18.57
94553,2013,2,14.53
95136,2013,2,17.45
94901,2013,2,18.42
95037,2013,2,18.64
94086,2013,2,24.22
94025,2013,2,26.83
94560,2013,2,16.55
95008,2013,2,23.25
94577,2013,2,15.12
94303,2013,2,28.04
94116,2013,2,23.25
94121,2013,2,23.03
94546,2013,2,17.85
95124,2013,2,23.21
94551,2013,2,16.23
95129,2013,2,27.51
94118,2013,2,28.26
94605,2013,2,13.66
94066,2013,2,18.37
94403,2013,2,21.58
94010,2013,2,27.01
94520,2013,2,11.37
95132,2013,2,19.98
94117,2013,2,22.27
94583,2013,2,19.12
94124,2013,2,14.78
94568,2013,2,18.2
94555,2013,2,21.03
94804,2013,2,9.73
94606,2013,2,14.44
94134,2013,2,17.18
94561,2013,2,10.99
94566,2013,2,23.63
94044,2013,2,17.67
94578,2013,2,14.53
94523,2013,2,18.09
95120,2013,2,25.85
94401,2013,2,16.97
95128,2013,2,20.24
95121,2013,2,15.31
94132,2013,2,20.93
94115,2013,2,21.66
94521,2013,2,15.13
94404,2013,2,21.35
95070,2013,2,28.8
94621,2013,2,8.53
94061,2013,2,21.25
94582,2013,2,19.61
94526,2013,2,20.6
94531,2013,2,11.25
94040,2013,2,28.36
94114,2013,2,25.79
95117,2013,2,21.6
94801,2013,2,7.62
95050,2013,2,20.05
94611,2013,2,23.58
94063,2013,2,17.37
94603,2013,2,9.12
94545,2013,2,14.72
94598,2013,2,20.8
94580,2013,2,14.82
94941,2013,2,21.18
95131,2013,2,18.85
94002,2013,2,23.05
94133,2013,2,21
94306,2013,2,29.21
94608,2013,2,15.82
94062,2013,2,25.37
95133,2013,2,15.11
94610,2013,2,23.61
94530,2013,2,20.95
94602,2013,2,20.25
94402,2013,2,24.92
94549,2013,2,21.43
94903,2013,2,17.71
94043,2013,2,22.54
94131,2013,2,24.48
94070,2013,2,24
94518,2013,2,15.49
94102,2013,2,15.32
94947,2013,2,16.04
95054,2013,2,19.83
94607,2013,2,14.39
94619,2013,2,17.47
94107,2013,2,19.44
94103,2013,2,17.14
94123,2013,2,27.94
94085,2013,2,17.97
95032,2013,2,27.8
94579,2013,2,15.74
95135,2013,2,22.9
94547,2013,2,13.47
95118,2013,2,21.22
94609,2013,2,21.07
94030,2013,2,23.85
94024,2013,2,29.04
94704,2013,2,23.08
94519,2013,2,13.99
94564,2013,2,13.01
94596,2013,2,20.61
94803,2013,2,13.38
94588,2013,2,21.51
94506,2013,2,20.35
94022,2013,2,29.19
95138,2013,2,21.27
94089,2013,2,19.06
95126,2013,2,18.53
95110,2013,2,14.77
94703,2013,2,22.15
94127,2013,2,25.89
94502,2013,2,21.92
94595,2013,2,16.68
94706,2013,2,24.32
94301,2013,2,29.35
94805,2013,2,12.9
94702,2013,2,21.27
94960,2013,2,21.89
94563,2013,2,21.33
94945,2013,2,16.43
94707,2013,2,24.98
94552,2013,2,20.43
94618,2013,2,24.79
95134,2013,2,17.78
94705,2013,2,24.71
94920,2013,2,24
94108,2013,2,19.78
94965,2013,2,21.07
94904,2013,2,23.26
94556,2013,2,21.22
94612,2013,2,15.78
94708,2013,2,24.9
94041,2013,2,28.28
94507,2013,2,21.32
94597,2013,2,19.25
94709,2013,2,24.26
94949,2013,2,16.79
94542,2013,2,18.28
94065,2013,2,21.87
94305,2013,2,29.33
95030,2013,2,29.04
94517,2013,2,18.34
94019,2013,2,19.04
95130,2013,2,23.65
94572,2013,2,11.74
94505,2013,2,15.38
94925,2013,2,20.9
95119,2013,2,17.73
94027,2013,2,27.07
94930,2013,2,18.77
95033,2013,2,24.91
94028,2013,2,27.02
94939,2013,2,23.29
95139,2013,2,17.79
94105,2013,2,20.9
94005,2013,2,18.63
94710,2013,2,21.29
95046,2013,2,22.66
94111,2013,2,19.92
94525,2013,2,11.94
94038,2013,2,18.99
94937,2013,2,22.91
94158,2013,2,19.01
94970,2013,2,24.57
94020,2013,2,18.69
94565,2013,3,9.52
94112,2013,3,18.51
94544,2013,3,13.8
94110,2013,3,21.11
94587,2013,3,17.75
95035,2013,3,19.3
94538,2013,3,18.81
94501,2013,3,21.82
94536,2013,3,20.58
94513,2013,3,13.57
95111,2013,3,14.21
95127,2013,3,14.83
94806,2013,3,10.1
95123,2013,3,17.58
94509,2013,3,9.66
94122,2013,3,22.18
94080,2013,3,17.42
95122,2013,3,13.29
94109,2013,3,19.56
94015,2013,3,18.27
94541,2013,3,13.85
95020,2013,3,15.55
94087,2013,3,28.04
95051,2013,3,22.15
95125,2013,3,24.78
94539,2013,3,24.94
95112,2013,3,15.87
95014,2013,3,28.88
95116,2013,3,13.69
95148,2013,3,18.08
94601,2013,3,11.2
94014,2013,3,16.38
94550,2013,3,18.86
94553,2013,3,14.81
95136,2013,3,17.71
94901,2013,3,18.57
95037,2013,3,18.94
94086,2013,3,24.23
94025,2013,3,27.24
94560,2013,3,16.88
95008,2013,3,23.73
94577,2013,3,15.46
94303,2013,3,27.72
94116,2013,3,23.36
94121,2013,3,23.77
94546,2013,3,18.21
95124,2013,3,23.41
94551,2013,3,16.38
95129,2013,3,27.79
94118,2013,3,28.51
94605,2013,3,14.01
94066,2013,3,18.56
94403,2013,3,21.92
94010,2013,3,27.61
94520,2013,3,11.6
95132,2013,3,20.21
94117,2013,3,22.02
94583,2013,3,19.56
94124,2013,3,14.81
94568,2013,3,18.52
94555,2013,3,21.48
94804,2013,3,9.91
94606,2013,3,14.53
94134,2013,3,17.24
94561,2013,3,11.18
94566,2013,3,23.73
94044,2013,3,18
94578,2013,3,14.89
94523,2013,3,18.42
95120,2013,3,25.88
94401,2013,3,17.29
95128,2013,3,20.81
95121,2013,3,15.66
94132,2013,3,21.78
94115,2013,3,21.84
94521,2013,3,15.37
94404,2013,3,21.95
95070,2013,3,29.01
94621,2013,3,8.73
94061,2013,3,21.48
94582,2013,3,19.87
94526,2013,3,21.07
94531,2013,3,11.5
94040,2013,3,28.56
94114,2013,3,25.88
95117,2013,3,22.21
94801,2013,3,7.83
95050,2013,3,20.59
94611,2013,3,23.49
94063,2013,3,17.27
94603,2013,3,9.2
94545,2013,3,14.91
94598,2013,3,21.16
94580,2013,3,15.27
94941,2013,3,21.19
95131,2013,3,19.2
94002,2013,3,23.45
94133,2013,3,21.66
94306,2013,3,29.35
94608,2013,3,15.9
94062,2013,3,25.48
95133,2013,3,15.53
94610,2013,3,23.97
94530,2013,3,21.2
94602,2013,3,20.95
94402,2013,3,25.37
94549,2013,3,21.89
94903,2013,3,17.83
94043,2013,3,22.29
94131,2013,3,24.49
94070,2013,3,24.5
94518,2013,3,15.7
94102,2013,3,15.26
94947,2013,3,16.09
95054,2013,3,20.16
94607,2013,3,14.33
94619,2013,3,17.78
94107,2013,3,19.03
94103,2013,3,17.03
94123,2013,3,28.02
94085,2013,3,18.54
95032,2013,3,28.08
94579,2013,3,16.08
95135,2013,3,22.85
94547,2013,3,13.65
95118,2013,3,21.46
94609,2013,3,21.12
94030,2013,3,24.26
94024,2013,3,29.26
94704,2013,3,23.09
94519,2013,3,14.16
94564,2013,3,13.2
94596,2013,3,21.15
94803,2013,3,13.51
94588,2013,3,21.64
94506,2013,3,20.67
94022,2013,3,29.34
95138,2013,3,21.71
94089,2013,3,19.15
95126,2013,3,18.84
95110,2013,3,15.16
94703,2013,3,21.95
94127,2013,3,26.1
94502,2013,3,21.83
94595,2013,3,17.04
94706,2013,3,24.41
94301,2013,3,29.58
94805,2013,3,13.18
94702,2013,3,21.38
94960,2013,3,22.21
94563,2013,3,21.7
94945,2013,3,16.49
94707,2013,3,24.93
94552,2013,3,20.73
94618,2013,3,24.75
95134,2013,3,18.09
94705,2013,3,24.68
94920,2013,3,23.79
94108,2013,3,19.85
94965,2013,3,21.11
94904,2013,3,23.04
94556,2013,3,21.52
94612,2013,3,15.7
94708,2013,3,25.09
94041,2013,3,28.27
94507,2013,3,21.71
94597,2013,3,19.7
94709,2013,3,23.76
94949,2013,3,16.64
94542,2013,3,18.67
94065,2013,3,22.61
94305,2013,3,29.59
95030,2013,3,29.26
94517,2013,3,18.96
94019,2013,3,19.26
95130,2013,3,24.29
94572,2013,3,11.93
94505,2013,3,15.79
94925,2013,3,20.94
95119,2013,3,17.96
94027,2013,3,27.65
94930,2013,3,19.16
95033,2013,3,24.9
94028,2013,3,27.58
94939,2013,3,23.04
95139,2013,3,17.73
94105,2013,3,20.47
94005,2013,3,18.79
94710,2013,3,20.99
95046,2013,3,22.79
94111,2013,3,20.42
94525,2013,3,12.62
94038,2013,3,18.47
94937,2013,3,23.07
94158,2013,3,18.76
94970,2013,3,24.52
94020,2013,3,18.28
94565,2013,4,9.74
94112,2013,4,18.34
94544,2013,4,13.98
94110,2013,4,21.16
94587,2013,4,18.12
95035,2013,4,19.67
94538,2013,4,19.16
94501,2013,4,22.35
94536,2013,4,21.17
94513,2013,4,13.97
95111,2013,4,14.48
95127,2013,4,15.14
94806,2013,4,10.3
95123,2013,4,17.96
94509,2013,4,9.91
94122,2013,4,21.9
94080,2013,4,17.6
95122,2013,4,13.62
94109,2013,4,19.84
94015,2013,4,18.39
94541,2013,4,14.19
95020,2013,4,16
94087,2013,4,28.26
95051,2013,4,22.63
95125,2013,4,24.85
94539,2013,4,25.41
95112,2013,4,16.22
95014,2013,4,29.55
95116,2013,4,14.06
95148,2013,4,18.58
94601,2013,4,11.63
94014,2013,4,16.83
94550,2013,4,19.23
94553,2013,4,15.06
95136,2013,4,18.09
94901,2013,4,18.81
95037,2013,4,19.34
94086,2013,4,24.38
94025,2013,4,28.08
94560,2013,4,17.28
95008,2013,4,23.99
94577,2013,4,15.84
94303,2013,4,28.42
94116,2013,4,22.66
94121,2013,4,23.75
94546,2013,4,18.56
95124,2013,4,23.47
94551,2013,4,16.77
95129,2013,4,28.39
94118,2013,4,28.73
94605,2013,4,14.33
94066,2013,4,18.68
94403,2013,4,22.18
94010,2013,4,28.48
94520,2013,4,11.91
95132,2013,4,20.35
94117,2013,4,22.04
94583,2013,4,19.93
94124,2013,4,14.9
94568,2013,4,19.13
94555,2013,4,22.2
94804,2013,4,10.19
94606,2013,4,14.75
94134,2013,4,17.27
94561,2013,4,11.43
94566,2013,4,24.32
94044,2013,4,18.32
94578,2013,4,15.22
94523,2013,4,18.71
95120,2013,4,25.8
94401,2013,4,17.55
95128,2013,4,21.17
95121,2013,4,16.05
94132,2013,4,21.45
94115,2013,4,22.03
94521,2013,4,15.65
94404,2013,4,22.16
95070,2013,4,29.71
94621,2013,4,8.87
94061,2013,4,21.74
94582,2013,4,20.21
94526,2013,4,21.45
94531,2013,4,11.81
94040,2013,4,29.55
94114,2013,4,25.99
95117,2013,4,22.62
94801,2013,4,8.08
95050,2013,4,21.1
94611,2013,4,23.78
94063,2013,4,17.2
94603,2013,4,9.3
94545,2013,4,15.11
94598,2013,4,21.3
94580,2013,4,15.42
94941,2013,4,21.15
95131,2013,4,19.56
94002,2013,4,23.74
94133,2013,4,22.09
94306,2013,4,30.1
94608,2013,4,16.04
94062,2013,4,26.36
95133,2013,4,15.9
94610,2013,4,24.42
94530,2013,4,21.4
94602,2013,4,21.18
94402,2013,4,25.74
94549,2013,4,22.15
94903,2013,4,18.03
94043,2013,4,22.43
94131,2013,4,24.56
94070,2013,4,24.98
94518,2013,4,15.97
94102,2013,4,15.13
94947,2013,4,16.19
95054,2013,4,20.54
94607,2013,4,14.37
94619,2013,4,18.06
94107,2013,4,18.64
94103,2013,4,16.87
94123,2013,4,28.38
94085,2013,4,18.95
95032,2013,4,28.51
94579,2013,4,16.46
95135,2013,4,23.18
94547,2013,4,13.88
95118,2013,4,21.44
94609,2013,4,21.28
94030,2013,4,24.66
94024,2013,4,30.05
94704,2013,4,23.21
94519,2013,4,14.36
94564,2013,4,13.47
94596,2013,4,21.7
94803,2013,4,13.82
94588,2013,4,22.24
94506,2013,4,21.15
94022,2013,4,29.98
95138,2013,4,22.11
94089,2013,4,19.39
95126,2013,4,19.07
95110,2013,4,15.52
94703,2013,4,21.98
94127,2013,4,26.17
94502,2013,4,22.54
94595,2013,4,17.27
94706,2013,4,24.61
94301,2013,4,30.18
94805,2013,4,13.4
94702,2013,4,21.54
94960,2013,4,22.33
94563,2013,4,22.06
94945,2013,4,16.47
94707,2013,4,25.34
94552,2013,4,21.14
94618,2013,4,24.84
95134,2013,4,18.67
94705,2013,4,24.81
94920,2013,4,23.45
94108,2013,4,19.43
94965,2013,4,20.81
94904,2013,4,23.07
94556,2013,4,21.8
94612,2013,4,15.7
94708,2013,4,25.37
94041,2013,4,28.77
94507,2013,4,22.03
94597,2013,4,19.96
94709,2013,4,23.82
94949,2013,4,16.82
94542,2013,4,18.89
94065,2013,4,23.05
94305,2013,4,29.84
95030,2013,4,29.92
94517,2013,4,19.31
94019,2013,4,19.79
95130,2013,4,24.87
94572,2013,4,12.06
94505,2013,4,16.37
94925,2013,4,21.18
95119,2013,4,18.32
94027,2013,4,28.47
94930,2013,4,19.52
95033,2013,4,24.72
94028,2013,4,28.45
94939,2013,4,22.76
95139,2013,4,18.11
94105,2013,4,20.38
94005,2013,4,19
94710,2013,4,21.22
95046,2013,4,23.12
94111,2013,4,20.79
94525,2013,4,13.02
94038,2013,4,19.1
94937,2013,4,23.47
94158,2013,4,18.42
94970,2013,4,24.29
94020,2013,4,17.54
94565,2013,5,10.03
94112,2013,5,18.68
94544,2013,5,14.07
94110,2013,5,21.55
94587,2013,5,18.51
95035,2013,5,20.21
94538,2013,5,19.56
94501,2013,5,23.48
94536,2013,5,21.74
94513,2013,5,14.43
95111,2013,5,14.9
95127,2013,5,15.45
94806,2013,5,10.63
95123,2013,5,18.46
94509,2013,5,10.24
94122,2013,5,21.85
94080,2013,5,18.08
95122,2013,5,14.02
94109,2013,5,19.5
94015,2013,5,18.9
94541,2013,5,14.41
95020,2013,5,16.54
94087,2013,5,28.57
95051,2013,5,22.88
95125,2013,5,25.29
94539,2013,5,26.55
95112,2013,5,16.69
95014,2013,5,30.12
95116,2013,5,14.43
95148,2013,5,19.2
94601,2013,5,11.93
94014,2013,5,17.43
94550,2013,5,19.74
94553,2013,5,15.32
95136,2013,5,18.55
94901,2013,5,19.21
95037,2013,5,19.8
94086,2013,5,24.53
94025,2013,5,27.99
94560,2013,5,17.64
95008,2013,5,24.1
94577,2013,5,16.21
94303,2013,5,29.26
94116,2013,5,21.81
94121,2013,5,24.13
94546,2013,5,19.25
95124,2013,5,23.68
94551,2013,5,17.24
95129,2013,5,28.58
94118,2013,5,28.3
94605,2013,5,14.57
94066,2013,5,19.08
94403,2013,5,22.46
94010,2013,5,28.58
94520,2013,5,12.25
95132,2013,5,21.04
94117,2013,5,22.5
94583,2013,5,20.39
94124,2013,5,15.36
94568,2013,5,19.72
94555,2013,5,22.79
94804,2013,5,10.56
94606,2013,5,15.14
94134,2013,5,17.64
94561,2013,5,11.73
94566,2013,5,25.34
94044,2013,5,18.84
94578,2013,5,15.58
94523,2013,5,19.07
95120,2013,5,26.26
94401,2013,5,17.88
95128,2013,5,21.62
95121,2013,5,16.36
94132,2013,5,21.19
94115,2013,5,21.93
94521,2013,5,16.03
94404,2013,5,22.46
95070,2013,5,30.31
94621,2013,5,8.99
94061,2013,5,22.08
94582,2013,5,20.5
94526,2013,5,21.68
94531,2013,5,12.16
94040,2013,5,30.06
94114,2013,5,25.89
95117,2013,5,22.99
94801,2013,5,8.54
95050,2013,5,21.71
94611,2013,5,24.67
94063,2013,5,17.51
94603,2013,5,9.51
94545,2013,5,15.31
94598,2013,5,21.18
94580,2013,5,15.58
94941,2013,5,20.84
95131,2013,5,20.1
94002,2013,5,24.3
94133,2013,5,22.55
94306,2013,5,30.66
94608,2013,5,16.45
94062,2013,5,26.62
95133,2013,5,16.39
94610,2013,5,25.31
94530,2013,5,21.63
94602,2013,5,22.01
94402,2013,5,25.8
94549,2013,5,22.33
94903,2013,5,18.28
94043,2013,5,22.81
94131,2013,5,24.53
94070,2013,5,25.17
94518,2013,5,16.28
94102,2013,5,15.34
94947,2013,5,16.43
95054,2013,5,21.17
94607,2013,5,14.63
94619,2013,5,18.72
94107,2013,5,18.45
94103,2013,5,17.04
94123,2013,5,28.51
94085,2013,5,19.65
95032,2013,5,28.7
94579,2013,5,17.01
95135,2013,5,23.8
94547,2013,5,14.3
95118,2013,5,21.82
94609,2013,5,21.86
94030,2013,5,25.29
94024,2013,5,30.6
94704,2013,5,23.45
94519,2013,5,14.73
94564,2013,5,13.85
94596,2013,5,21.89
94803,2013,5,14.25
94588,2013,5,22.84
94506,2013,5,21.43
94022,2013,5,30.48
95138,2013,5,22.64
94089,2013,5,20.03
95126,2013,5,19.55
95110,2013,5,15.96
94703,2013,5,22.83
94127,2013,5,26.14
94502,2013,5,23.19
94595,2013,5,17.56
94706,2013,5,24.9
94301,2013,5,30.8
94805,2013,5,13.74
94702,2013,5,21.97
94960,2013,5,22.61
94563,2013,5,22.26
94945,2013,5,16.7
94707,2013,5,26.49
94552,2013,5,22.05
94618,2013,5,25.71
95134,2013,5,19.24
94705,2013,5,25.62
94920,2013,5,23.05
94108,2013,5,19.37
94965,2013,5,20.39
94904,2013,5,22.65
94556,2013,5,21.97
94612,2013,5,16.02
94708,2013,5,26.41
94041,2013,5,28.97
94507,2013,5,22.23
94597,2013,5,20.16
94709,2013,5,24.65
94949,2013,5,17.24
94542,2013,5,19.35
94065,2013,5,23.49
94305,2013,5,30.32
95030,2013,5,30.39
94517,2013,5,19.84
94019,2013,5,20.2
95130,2013,5,25.17
94572,2013,5,12.11
94505,2013,5,16.91
94925,2013,5,21.22
95119,2013,5,18.81
94027,2013,5,28.54
94930,2013,5,19.69
95033,2013,5,24.79
94028,2013,5,28.44
94939,2013,5,22.18
95139,2013,5,18.24
94105,2013,5,20.01
94005,2013,5,19.43
94710,2013,5,21.44
95046,2013,5,23.62
94111,2013,5,20.94
94525,2013,5,13.46
94038,2013,5,19.61
94937,2013,5,23.62
94158,2013,5,18.34
94970,2013,5,23.83
94020,2013,5,16.56
94565,2013,6,10.46
94112,2013,6,18.76
94544,2013,6,14.46
94110,2013,6,21.91
94587,2013,6,18.79
95035,2013,6,20.86
94538,2013,6,20
94501,2013,6,24.4
94536,2013,6,22.26
94513,2013,6,14.95
95111,2013,6,15.25
95127,2013,6,15.92
94806,2013,6,10.94
95123,2013,6,18.92
94509,2013,6,10.65
94122,2013,6,22.19
94080,2013,6,18.52
95122,2013,6,14.45
94109,2013,6,19.54
94015,2013,6,19.13
94541,2013,6,15.05
95020,2013,6,17.27
94087,2013,6,28.49
95051,2013,6,23.08
95125,2013,6,25.5
94539,2013,6,27.77
95112,2013,6,17.1
95014,2013,6,30.37
95116,2013,6,14.82
95148,2013,6,19.92
94601,2013,6,12.3
94014,2013,6,17.79
94550,2013,6,20.56
94553,2013,6,15.68
95136,2013,6,18.99
94901,2013,6,19.35
95037,2013,6,20.5
94086,2013,6,24.93
94025,2013,6,27.52
94560,2013,6,18.22
95008,2013,6,24.1
94577,2013,6,16.56
94303,2013,6,29.36
94116,2013,6,22.1
94121,2013,6,24.07
94546,2013,6,19.79
95124,2013,6,23.69
94551,2013,6,17.68
95129,2013,6,28.78
94118,2013,6,27.53
94605,2013,6,15.07
94066,2013,6,19.47
94403,2013,6,22.85
94010,2013,6,28.28
94520,2013,6,12.5
95132,2013,6,21.55
94117,2013,6,22.89
94583,2013,6,20.78
94124,2013,6,15.91
94568,2013,6,20.32
94555,2013,6,23.15
94804,2013,6,10.99
94606,2013,6,15.75
94134,2013,6,18.03
94561,2013,6,12.08
94566,2013,6,26.24
94044,2013,6,19.27
94578,2013,6,16.04
94523,2013,6,19.58
95120,2013,6,26.71
94401,2013,6,18.14
95128,2013,6,21.82
95121,2013,6,16.73
94132,2013,6,21.73
94115,2013,6,21.85
94521,2013,6,16.38
94404,2013,6,22.89
95070,2013,6,30.44
94621,2013,6,9.24
94061,2013,6,22.29
94582,2013,6,20.85
94526,2013,6,21.75
94531,2013,6,12.54
94040,2013,6,29.71
94114,2013,6,25.8
95117,2013,6,23.1
94801,2013,6,8.74
95050,2013,6,21.93
94611,2013,6,25.08
94063,2013,6,17.79
94603,2013,6,9.77
94545,2013,6,15.54
94598,2013,6,21.22
94580,2013,6,16.16
94941,2013,6,21.23
95131,2013,6,20.53
94002,2013,6,24.81
94133,2013,6,22.71
94306,2013,6,30.87
94608,2013,6,16.77
94062,2013,6,26.7
95133,2013,6,16.98
94610,2013,6,25.46
94530,2013,6,21.75
94602,2013,6,22.43
94402,2013,6,25.89
94549,2013,6,22.54
94903,2013,6,18.64
94043,2013,6,23.35
94131,2013,6,24.67
94070,2013,6,25.39
94518,2013,6,16.59
94102,2013,6,15.29
94947,2013,6,16.67
95054,2013,6,21.56
94607,2013,6,14.85
94619,2013,6,19.39
94107,2013,6,18.33
94103,2013,6,17.15
94123,2013,6,28.14
94085,2013,6,20.48
95032,2013,6,28.89
94579,2013,6,17.41
95135,2013,6,24.85
94547,2013,6,14.45
95118,2013,6,22.14
94609,2013,6,22.67
94030,2013,6,25.76
94024,2013,6,30.68
94704,2013,6,24.69
94519,2013,6,15.05
94564,2013,6,14.07
94596,2013,6,22.01
94803,2013,6,14.54
94588,2013,6,23.2
94506,2013,6,21.69
94022,2013,6,30.57
95138,2013,6,23.63
94089,2013,6,20.63
95126,2013,6,19.72
95110,2013,6,16.35
94703,2013,6,24.09
94127,2013,6,26.43
94502,2013,6,23.37
94595,2013,6,18.07
94706,2013,6,25.16
94301,2013,6,30.95
94805,2013,6,14.13
94702,2013,6,22.85
94960,2013,6,22.65
94563,2013,6,22.55
94945,2013,6,16.9
94707,2013,6,27.62
94552,2013,6,22.88
94618,2013,6,26.48
95134,2013,6,19.48
94705,2013,6,26.65
94920,2013,6,22.94
94108,2013,6,19.5
94965,2013,6,20.37
94904,2013,6,22.57
94556,2013,6,22.17
94612,2013,6,16.29
94708,2013,6,27.28
94041,2013,6,28.42
94507,2013,6,22.44
94597,2013,6,20.36
94709,2013,6,26.69
94949,2013,6,17.48
94542,2013,6,20.04
94065,2013,6,23.83
94305,2013,6,30.44
95030,2013,6,30.57
94517,2013,6,20.16
94019,2013,6,20.32
95130,2013,6,25.45
94572,2013,6,12.33
94505,2013,6,17.29
94925,2013,6,21.38
95119,2013,6,19.35
94027,2013,6,28.23
94930,2013,6,19.79
95033,2013,6,24.18
94028,2013,6,28.13
94939,2013,6,21.98
95139,2013,6,18.61
94105,2013,6,19.86
94005,2013,6,19.73
94710,2013,6,22.03
95046,2013,6,24.21
94111,2013,6,20.75
94525,2013,6,14
94038,2013,6,20.16
94937,2013,6,23.73
94158,2013,6,18.36
94970,2013,6,23.65
94020,2013,6,15.88
94565,2013,7,10.87
94112,2013,7,19.27
94544,2013,7,15.07
94110,2013,7,22.21
94587,2013,7,18.97
95035,2013,7,21.28
94538,2013,7,20.46
94501,2013,7,24.96
94536,2013,7,22.45
94513,2013,7,15.45
95111,2013,7,15.71
95127,2013,7,16.44
94806,2013,7,11.36
95123,2013,7,19.31
94509,2013,7,11.03
94122,2013,7,22.46
94080,2013,7,18.87
95122,2013,7,14.83
94109,2013,7,19.41
94015,2013,7,19.5
94541,2013,7,15.69
95020,2013,7,17.64
94087,2013,7,28.87
95051,2013,7,22.95
95125,2013,7,25.35
94539,2013,7,28.21
95112,2013,7,17.47
95014,2013,7,30.65
95116,2013,7,15.28
95148,2013,7,20.41
94601,2013,7,12.68
94014,2013,7,18.4
94550,2013,7,21.06
94553,2013,7,16.03
95136,2013,7,19.41
94901,2013,7,19.41
95037,2013,7,20.78
94086,2013,7,24.97
94025,2013,7,27.23
94560,2013,7,18.84
95008,2013,7,24.18
94577,2013,7,17.01
94303,2013,7,29.89
94116,2013,7,22.28
94121,2013,7,24.12
94546,2013,7,20.27
95124,2013,7,23.76
94551,2013,7,17.9
95129,2013,7,28.88
94118,2013,7,27.14
94605,2013,7,15.48
94066,2013,7,20.01
94403,2013,7,23.01
94010,2013,7,27.95
94520,2013,7,12.97
95132,2013,7,21.84
94117,2013,7,23.06
94583,2013,7,20.95
94124,2013,7,16.32
94568,2013,7,20.62
94555,2013,7,23.29
94804,2013,7,11.46
94606,2013,7,16.31
94134,2013,7,18.49
94561,2013,7,12.54
94566,2013,7,26.44
94044,2013,7,19.76
94578,2013,7,16.44
94523,2013,7,20.14
95120,2013,7,26.92
94401,2013,7,18.62
95128,2013,7,22.12
95121,2013,7,17.3
94132,2013,7,21.96
94115,2013,7,22.17
94521,2013,7,16.87
94404,2013,7,23
95070,2013,7,30.61
94621,2013,7,9.51
94061,2013,7,22.8
94582,2013,7,21.09
94526,2013,7,21.81
94531,2013,7,13.01
94040,2013,7,29.87
94114,2013,7,25.72
95117,2013,7,23.1
94801,2013,7,9.06
95050,2013,7,22.08
94611,2013,7,26.51
94063,2013,7,18.01
94603,2013,7,9.89
94545,2013,7,15.9
94598,2013,7,21.36
94580,2013,7,16.65
94941,2013,7,21.64
95131,2013,7,20.84
94002,2013,7,24.87
94133,2013,7,22.39
94306,2013,7,31.11
94608,2013,7,17.03
94062,2013,7,26.5
95133,2013,7,17.45
94610,2013,7,26.74
94530,2013,7,22.37
94602,2013,7,23.23
94402,2013,7,26.02
94549,2013,7,22.87
94903,2013,7,18.93
94043,2013,7,23.29
94131,2013,7,24.4
94070,2013,7,25.45
94518,2013,7,17.08
94102,2013,7,15.49
94947,2013,7,16.91
95054,2013,7,21.66
94607,2013,7,15.12
94619,2013,7,19.8
94107,2013,7,18.57
94103,2013,7,17.54
94123,2013,7,27.55
94085,2013,7,20.57
95032,2013,7,29.08
94579,2013,7,17.92
95135,2013,7,25.07
94547,2013,7,14.64
95118,2013,7,22.45
94609,2013,7,23.19
94030,2013,7,26.18
94024,2013,7,30.88
94704,2013,7,25.14
94519,2013,7,15.39
94564,2013,7,14.21
94596,2013,7,22.2
94803,2013,7,14.88
94588,2013,7,23.11
94506,2013,7,21.75
94022,2013,7,30.78
95138,2013,7,23.61
94089,2013,7,20.8
95126,2013,7,20.13
95110,2013,7,16.69
94703,2013,7,24.6
94127,2013,7,25.93
94502,2013,7,23.55
94595,2013,7,18.5
94706,2013,7,24.46
94301,2013,7,31.06
94805,2013,7,14.62
94702,2013,7,23.18
94960,2013,7,22.82
94563,2013,7,22.92
94945,2013,7,17.12
94707,2013,7,27.66
94552,2013,7,23.2
94618,2013,7,27.3
95134,2013,7,19.39
94705,2013,7,27.29
94920,2013,7,23.43
94108,2013,7,19.55
94965,2013,7,20.64
94904,2013,7,23.18
94556,2013,7,22.54
94612,2013,7,16.64
94708,2013,7,27.38
94041,2013,7,28.88
94507,2013,7,22.73
94597,2013,7,20.83
94709,2013,7,26.35
94949,2013,7,17.83
94542,2013,7,20.46
94065,2013,7,23.88
94305,2013,7,30.53
95030,2013,7,30.75
94517,2013,7,20.27
