"RegionName","Year","Month","Median"
"South Carolina",2001,2,100900
"Kentucky",2001,2,96000
"Oregon",2001,2,151800
"Oklahoma",2001,2,69900
"Connecticut",2001,2,173500
"Mississippi",2001,2,75000
"Arkansas",2001,2,74800
"Utah",2001,2,162100
"Nevada",2001,2,145600
"New Mexico",2001,2,133100
"Nebraska",2001,2,104100
"Idaho",2001,2,117000
"Hawaii",2001,2,228200
"New Hampshire",2001,2,151700
"Rhode Island",2001,2,147800
"Montana",2001,2,101800
"Delaware",2001,2,130400
"South Dakota",2001,2,111200
"Alaska",2001,2,175700
"District of Columbia",2001,2,154800
"Wyoming",2001,2,114100
"California",2001,3,240100
"Texas",2001,3,97800
"Florida",2001,3,112300
"Illinois",2001,3,139600
"Pennsylvania",2001,3,96500
"Ohio",2001,3,108600
"Michigan",2001,3,121600
"Georgia",2001,3,125400
"North Carolina",2001,3,119000
"New Jersey",2001,3,184400
"Virginia",2001,3,137100
"Washington",2001,3,173300
"Massachusetts",2001,3,228100
"Indiana",2001,3,98500
"Arizona",2001,3,132000
"Tennessee",2001,3,89800
"Missouri",2001,3,115600
"Maryland",2001,3,146800
"Wisconsin",2001,3,121700
"Minnesota",2001,3,145300
"Colorado",2001,3,189000
"Alabama",2001,3,92800
"South Carolina",2001,3,101000
"Kentucky",2001,3,96300
"Oregon",2001,3,152500
"Oklahoma",2001,3,70000
"Connecticut",2001,3,175100
"Mississippi",2001,3,75400
"Arkansas",2001,3,74900
"Utah",2001,3,162300
"Nevada",2001,3,146400
"New Mexico",2001,3,133700
"Nebraska",2001,3,104200
"Idaho",2001,3,117300
"Hawaii",2001,3,228500
"New Hampshire",2001,3,153500
"Rhode Island",2001,3,149300
"Montana",2001,3,102500
"Delaware",2001,3,131200
"South Dakota",2001,3,111500
"Alaska",2001,3,174200
"District of Columbia",2001,3,156500
"Wyoming",2001,3,114600
"California",2001,4,242600
"Texas",2001,4,98100
"Florida",2001,4,113200
"Illinois",2001,4,140400
"Pennsylvania",2001,4,97300
"Ohio",2001,4,108700
"Michigan",2001,4,122100
"Georgia",2001,4,126100
"North Carolina",2001,4,119000
"New Jersey",2001,4,186100
"Virginia",2001,4,138300
"Washington",2001,4,174100
"Massachusetts",2001,4,231000
"Indiana",2001,4,99400
"Arizona",2001,4,132400
"Tennessee",2001,4,90100
"Missouri",2001,4,116200
"Maryland",2001,4,148000
"Wisconsin",2001,4,122500
"Minnesota",2001,4,147000
"Colorado",2001,4,190500
"Alabama",2001,4,93100
"South Carolina",2001,4,101200
"Kentucky",2001,4,96800
"Oregon",2001,4,152900
"Oklahoma",2001,4,70100
"Connecticut",2001,4,176600
"Mississippi",2001,4,75600
"Arkansas",2001,4,75100
"Utah",2001,4,162700
"Nevada",2001,4,147100
"New Mexico",2001,4,134900
"Nebraska",2001,4,104100
"Idaho",2001,4,117300
"Hawaii",2001,4,229800
"New Hampshire",2001,4,155100
"Rhode Island",2001,4,150800
"Montana",2001,4,103100
"Delaware",2001,4,131800
"South Dakota",2001,4,112000
"Alaska",2001,4,173900
"District of Columbia",2001,4,158600
"Wyoming",2001,4,116000
"California",2001,5,244800
"Texas",2001,5,98300
"Florida",2001,5,114300
"Illinois",2001,5,141300
"Pennsylvania",2001,5,98100
"Ohio",2001,5,109100
"Michigan",2001,5,122800
"Georgia",2001,5,126800
"North Carolina",2001,5,119200
"New Jersey",2001,5,188100
"Virginia",2001,5,139300
"Washington",2001,5,174700
"Massachusetts",2001,5,233900
"Indiana",2001,5,100000
"Arizona",2001,5,132600
"Tennessee",2001,5,90300
"Missouri",2001,5,117000
"Maryland",2001,5,149200
"Wisconsin",2001,5,123200
"Minnesota",2001,5,148600
"Colorado",2001,5,191800
"Alabama",2001,5,93600
"South Carolina",2001,5,101500
"Kentucky",2001,5,97300
"Oregon",2001,5,153400
"Oklahoma",2001,5,70300
"Connecticut",2001,5,178000
"Mississippi",2001,5,75900
"Arkansas",2001,5,75400
"Utah",2001,5,163000
"Nevada",2001,5,147700
"New Mexico",2001,5,138100
"Nebraska",2001,5,104000
"Idaho",2001,5,117400
"Hawaii",2001,5,232100
"New Hampshire",2001,5,156400
"Rhode Island",2001,5,152600
"Montana",2001,5,103600
"Delaware",2001,5,132200
"South Dakota",2001,5,112300
"Alaska",2001,5,175100
"District of Columbia",2001,5,161100
"Wyoming",2001,5,117800
"California",2001,6,246700
"Texas",2001,6,98500
"Florida",2001,6,115200
"Illinois",2001,6,142100
"Pennsylvania",2001,6,98400
"Ohio",2001,6,109600
"Michigan",2001,6,123400
"Georgia",2001,6,127400
"North Carolina",2001,6,119300
"New Jersey",2001,6,190000
"Virginia",2001,6,140200
"Washington",2001,6,175200
"Massachusetts",2001,6,236700
"Indiana",2001,6,100500
"Arizona",2001,6,132800
"Tennessee",2001,6,90400
"Missouri",2001,6,117900
"Maryland",2001,6,150300
"Wisconsin",2001,6,123600
"Minnesota",2001,6,149900
"Colorado",2001,6,193000
"Alabama",2001,6,94100
"South Carolina",2001,6,101700
"Kentucky",2001,6,97800
"Oregon",2001,6,153800
"Oklahoma",2001,6,70500
"Connecticut",2001,6,179100
"Mississippi",2001,6,76200
"Arkansas",2001,6,75700
"Utah",2001,6,163100
"Nevada",2001,6,148200
"New Mexico",2001,6,141400
"Nebraska",2001,6,104100
"Idaho",2001,6,118200
"Hawaii",2001,6,234000
"New Hampshire",2001,6,157700
"Rhode Island",2001,6,154300
"Montana",2001,6,103900
"Delaware",2001,6,132600
"South Dakota",2001,6,112400
"Alaska",2001,6,176700
"District of Columbia",2001,6,163700
"Wyoming",2001,6,119400
"California",2001,7,248900
"Texas",2001,7,98800
"Florida",2001,7,116200
"Illinois",2001,7,143200
"Pennsylvania",2001,7,98700
"Ohio",2001,7,109900
"Michigan",2001,7,124100
"Georgia",2001,7,127700
"North Carolina",2001,7,119300
"New Jersey",2001,7,191500
"Virginia",2001,7,141300
"Washington",2001,7,175800
"Massachusetts",2001,7,239600
"Indiana",2001,7,100900
"Arizona",2001,7,133100
"Tennessee",2001,7,90600
"Missouri",2001,7,118300
"Maryland",2001,7,151200
"Wisconsin",2001,7,123700
"Minnesota",2001,7,151200
"Colorado",2001,7,194100
"Alabama",2001,7,94200
"South Carolina",2001,7,101900
"Kentucky",2001,7,98300
"Oregon",2001,7,154100
"Oklahoma",2001,7,70900
"Connecticut",2001,7,180300
"Mississippi",2001,7,76400
"Arkansas",2001,7,75900
"Utah",2001,7,163200
"Nevada",2001,7,149000
"New Mexico",2001,7,143200
"Nebraska",2001,7,104100
"Idaho",2001,7,119300
"Hawaii",2001,7,235300
"New Hampshire",2001,7,159700
"Rhode Island",2001,7,156400
"Montana",2001,7,104000
"Delaware",2001,7,133200
"South Dakota",2001,7,112700
"Alaska",2001,7,178000
"District of Columbia",2001,7,167000
"Wyoming",2001,7,119800
"California",2001,8,251200
"Texas",2001,8,99200
"Florida",2001,8,117100
"Illinois",2001,8,144300
"Pennsylvania",2001,8,99300
"Ohio",2001,8,110100
"Michigan",2001,8,124800
"Georgia",2001,8,127800
"North Carolina",2001,8,119500
"New Jersey",2001,8,193500
"Virginia",2001,8,142400
"Washington",2001,8,176300
"Massachusetts",2001,8,242700
"Indiana",2001,8,101500
"Arizona",2001,8,133300
"Tennessee",2001,8,90700
"Missouri",2001,8,118300
"Maryland",2001,8,152100
"Wisconsin",2001,8,124400
"Minnesota",2001,8,152400
"Colorado",2001,8,195300
"Alabama",2001,8,94200
"South Carolina",2001,8,102200
"Kentucky",2001,8,98500
"Oregon",2001,8,154200
"Oklahoma",2001,8,71200
"Connecticut",2001,8,182000
"Mississippi",2001,8,76600
"Arkansas",2001,8,76100
"Utah",2001,8,163300
"Nevada",2001,8,149800
"New Mexico",2001,8,144100
"Nebraska",2001,8,103900
"Idaho",2001,8,119900
"Hawaii",2001,8,236400
"New Hampshire",2001,8,161800
"Rhode Island",2001,8,158700
"Montana",2001,8,104000
"Delaware",2001,8,133700
"South Dakota",2001,8,112600
"Alaska",2001,8,179000
"District of Columbia",2001,8,171100
"Wyoming",2001,8,119100
"California",2001,9,253500
"Texas",2001,9,99500
"Florida",2001,9,118000
"Illinois",2001,9,145400
"Pennsylvania",2001,9,99900
"Ohio",2001,9,110400
"Michigan",2001,9,125400
"Georgia",2001,9,128200
"North Carolina",2001,9,119700
"New Jersey",2001,9,195900
"Virginia",2001,9,143200
"Washington",2001,9,176800
"Massachusetts",2001,9,245800
"Indiana",2001,9,101900
"Arizona",2001,9,133500
"Tennessee",2001,9,90700
"Missouri",2001,9,118800
"Maryland",2001,9,153200
"Wisconsin",2001,9,125000
"Minnesota",2001,9,153600
"Colorado",2001,9,196300
"Alabama",2001,9,94400
"South Carolina",2001,9,102900
"Kentucky",2001,9,98600
"Oregon",2001,9,154600
"Oklahoma",2001,9,71300
"Connecticut",2001,9,183800
"Mississippi",2001,9,76700
"Arkansas",2001,9,76000
"Utah",2001,9,163600
"Nevada",2001,9,150600
"New Mexico",2001,9,145100
"Nebraska",2001,9,104000
"Idaho",2001,9,120100
"Hawaii",2001,9,237400
"New Hampshire",2001,9,163600
"Rhode Island",2001,9,161100
"Montana",2001,9,104200
"Delaware",2001,9,134200
"South Dakota",2001,9,112100
"Alaska",2001,9,179800
"District of Columbia",2001,9,174200
"Wyoming",2001,9,119500
"California",2001,10,255500
"Texas",2001,10,99900
"Florida",2001,10,118900
"Illinois",2001,10,146500
"Pennsylvania",2001,10,100300
"Ohio",2001,10,110700
"Michigan",2001,10,125700
"Georgia",2001,10,128600
"North Carolina",2001,10,119900
"New Jersey",2001,10,198300
"Virginia",2001,10,143900
"Washington",2001,10,177600
"Massachusetts",2001,10,248600
"Indiana",2001,10,102000
"Arizona",2001,10,134000
"Tennessee",2001,10,91000
"Missouri",2001,10,119600
"Maryland",2001,10,154600
"Wisconsin",2001,10,125200
"Minnesota",2001,10,154700
"Colorado",2001,10,196800
"Alabama",2001,10,94800
"South Carolina",2001,10,103400
"Kentucky",2001,10,98700
"Oregon",2001,10,155100
"Oklahoma",2001,10,71300
"Connecticut",2001,10,185700
"Mississippi",2001,10,76800
"Arkansas",2001,10,76100
"Utah",2001,10,163900
"Nevada",2001,10,151500
"New Mexico",2001,10,145400
"Nebraska",2001,10,104700
"Idaho",2001,10,120200
"Hawaii",2001,10,238800
"New Hampshire",2001,10,165300
"Rhode Island",2001,10,163300
"Montana",2001,10,104800
"Delaware",2001,10,134800
"South Dakota",2001,10,112000
"Alaska",2001,10,180100
"District of Columbia",2001,10,176600
"Wyoming",2001,10,120600
"California",2001,11,257500
"Texas",2001,11,100200
"Florida",2001,11,120000
"Illinois",2001,11,147400
"Pennsylvania",2001,11,100800
"Ohio",2001,11,110900
"Michigan",2001,11,126000
"Georgia",2001,11,129000
"North Carolina",2001,11,120100
"New Jersey",2001,11,200200
"Virginia",2001,11,144800
"Washington",2001,11,178400
"Massachusetts",2001,11,251400
"Indiana",2001,11,102100
"Arizona",2001,11,134800
"Tennessee",2001,11,91200
"Missouri",2001,11,120400
"Maryland",2001,11,155900
"Wisconsin",2001,11,125400
"Minnesota",2001,11,155700
"Colorado",2001,11,197400
"Alabama",2001,11,95200
"South Carolina",2001,11,103600
"Kentucky",2001,11,98800
"Oregon",2001,11,155400
"Oklahoma",2001,11,71400
"Connecticut",2001,11,187300
"Mississippi",2001,11,76900
"Arkansas",2001,11,76100
"Utah",2001,11,163900
"Nevada",2001,11,152900
"New Mexico",2001,11,145400
"Nebraska",2001,11,105400
"Idaho",2001,11,120500
"Hawaii",2001,11,240600
"New Hampshire",2001,11,167200
"Rhode Island",2001,11,165400
"Montana",2001,11,105800
"Delaware",2001,11,135500
"South Dakota",2001,11,111800
"Alaska",2001,11,179600
"District of Columbia",2001,11,178800
"Wyoming",2001,11,120900
"California",2001,12,260000
"Texas",2001,12,100300
"Florida",2001,12,121000
"Illinois",2001,12,148200
"Pennsylvania",2001,12,101400
"Ohio",2001,12,111300
"Michigan",2001,12,126200
"Georgia",2001,12,129600
"North Carolina",2001,12,120200
"New Jersey",2001,12,202400
"Virginia",2001,12,146000
"Washington",2001,12,179000
"Massachusetts",2001,12,253800
"Indiana",2001,12,102200
"Arizona",2001,12,135500
"Tennessee",2001,12,91400
"Missouri",2001,12,121000
"Maryland",2001,12,156900
"Wisconsin",2001,12,126100
"Minnesota",2001,12,156800
"Colorado",2001,12,198100
"Alabama",2001,12,95800
"South Carolina",2001,12,103900
"Kentucky",2001,12,99100
"Oregon",2001,12,156000
"Oklahoma",2001,12,71500
"Connecticut",2001,12,188900
"Mississippi",2001,12,77100
"Arkansas",2001,12,76300
"Utah",2001,12,164000
"Nevada",2001,12,154200
"New Mexico",2001,12,145400
"Nebraska",2001,12,106000
"Idaho",2001,12,121200
"Hawaii",2001,12,242100
"New Hampshire",2001,12,168600
"Rhode Island",2001,12,167400
"Montana",2001,12,107100
"Delaware",2001,12,136500
"South Dakota",2001,12,111600
"Alaska",2001,12,178700
"District of Columbia",2001,12,180800
"Wyoming",2001,12,121200
"California",2002,1,262900
"Texas",2002,1,100700
"Florida",2002,1,122000
"Illinois",2002,1,148900
"Pennsylvania",2002,1,102100
"Ohio",2002,1,111700
"Michigan",2002,1,126400
"Georgia",2002,1,130100
"North Carolina",2002,1,120400
"New Jersey",2002,1,204500
"Virginia",2002,1,147000
"Washington",2002,1,179600
"Massachusetts",2002,1,256000
"Indiana",2002,1,102200
"Arizona",2002,1,136100
"Tennessee",2002,1,91600
"Missouri",2002,1,121600
"Maryland",2002,1,158100
"Wisconsin",2002,1,126800
"Minnesota",2002,1,158000
"Colorado",2002,1,198600
"Alabama",2002,1,96600
"South Carolina",2002,1,104100
"Kentucky",2002,1,99500
"Oregon",2002,1,156800
"Oklahoma",2002,1,71600
"Connecticut",2002,1,190600
"Mississippi",2002,1,77200
"Arkansas",2002,1,76300
"Utah",2002,1,164400
"Nevada",2002,1,155300
"New Mexico",2002,1,145600
"Nebraska",2002,1,106700
"Idaho",2002,1,121900
"Hawaii",2002,1,243900
"New Hampshire",2002,1,169800
"Rhode Island",2002,1,169800
"Montana",2002,1,108100
"Delaware",2002,1,137600
"South Dakota",2002,1,111800
"Alaska",2002,1,178200
"District of Columbia",2002,1,182800
"Wyoming",2002,1,121800
"California",2002,2,265600
"Texas",2002,2,101100
"Florida",2002,2,123000
"Illinois",2002,2,149700
"Pennsylvania",2002,2,102700
"Ohio",2002,2,112100
"Michigan",2002,2,126600
"Georgia",2002,2,130500
"North Carolina",2002,2,120700
"New Jersey",2002,2,206800
"Virginia",2002,2,148000
"Washington",2002,2,180600
"Massachusetts",2002,2,258500
"Indiana",2002,2,102200
"Arizona",2002,2,136700
"Tennessee",2002,2,91900
"Missouri",2002,2,122200
"Maryland",2002,2,159600
"Wisconsin",2002,2,127500
"Minnesota",2002,2,159100
"Colorado",2002,2,199000
"Alabama",2002,2,96900
"South Carolina",2002,2,104400
"Kentucky",2002,2,99900
"Oregon",2002,2,157500
"Oklahoma",2002,2,71800
"Connecticut",2002,2,191900
"Mississippi",2002,2,77100
"Arkansas",2002,2,76500
"Utah",2002,2,164800
"Nevada",2002,2,156100
"New Mexico",2002,2,145900
"Nebraska",2002,2,107400
"Idaho",2002,2,122400
"Hawaii",2002,2,246100
"New Hampshire",2002,2,171100
"Rhode Island",2002,2,172000
"Montana",2002,2,108700
"Delaware",2002,2,138600
"South Dakota",2002,2,112500
"Alaska",2002,2,178200
"District of Columbia",2002,2,184700
"Wyoming",2002,2,122300
"California",2002,3,268700
"Texas",2002,3,101500
"Florida",2002,3,124300
"Illinois",2002,3,150500
"Pennsylvania",2002,3,103200
"Ohio",2002,3,112300
"Michigan",2002,3,126900
"Georgia",2002,3,131000
"North Carolina",2002,3,121000
"New Jersey",2002,3,209500
"Virginia",2002,3,149100
"Washington",2002,3,181400
"Massachusetts",2002,3,261200
"Indiana",2002,3,102300
"Arizona",2002,3,137400
"Tennessee",2002,3,92100
"Missouri",2002,3,122700
"Maryland",2002,3,161100
"Wisconsin",2002,3,127800
"Minnesota",2002,3,160000
"Colorado",2002,3,199500
"Alabama",2002,3,96900
"South Carolina",2002,3,104600
"Kentucky",2002,3,100200
"Oregon",2002,3,158200
"Oklahoma",2002,3,72100
"Connecticut",2002,3,193300
"Mississippi",2002,3,76900
"Arkansas",2002,3,76900
"Utah",2002,3,165000
"Nevada",2002,3,156900
"New Mexico",2002,3,146300
"Nebraska",2002,3,107900
"Idaho",2002,3,122700
"Hawaii",2002,3,248600
"New Hampshire",2002,3,172800
"Rhode Island",2002,3,174000
"Montana",2002,3,109100
"Delaware",2002,3,139700
"South Dakota",2002,3,112900
"Alaska",2002,3,178400
"District of Columbia",2002,3,187400
"Wyoming",2002,3,122800
"California",2002,4,271800
"Texas",2002,4,101600
"Florida",2002,4,125500
"Illinois",2002,4,151500
"Pennsylvania",2002,4,103600
"Ohio",2002,4,112600
"Michigan",2002,4,127200
"Georgia",2002,4,131400
"North Carolina",2002,4,121300
"New Jersey",2002,4,212400
"Virginia",2002,4,150300
"Washington",2002,4,181800
"Massachusetts",2002,4,263800
"Indiana",2002,4,102200
"Arizona",2002,4,138200
"Tennessee",2002,4,92400
"Missouri",2002,4,123400
"Maryland",2002,4,162600
"Wisconsin",2002,4,128000
"Minnesota",2002,4,161000
"Colorado",2002,4,200300
"Alabama",2002,4,96600
"South Carolina",2002,4,104900
"Kentucky",2002,4,100300
"Oregon",2002,4,159000
"Oklahoma",2002,4,72300
"Connecticut",2002,4,195300
"Mississippi",2002,4,76900
"Arkansas",2002,4,77300
"Utah",2002,4,165000
"Nevada",2002,4,157800
"New Mexico",2002,4,147100
"Nebraska",2002,4,108300
"Idaho",2002,4,123000
"Hawaii",2002,4,250000
"New Hampshire",2002,4,174800
"Rhode Island",2002,4,176400
"Montana",2002,4,109600
"Delaware",2002,4,140900
"South Dakota",2002,4,113400
"Alaska",2002,4,179400
"District of Columbia",2002,4,190700
"Wyoming",2002,4,122600
"California",2002,5,275500
"Texas",2002,5,101900
"Florida",2002,5,126500
"Illinois",2002,5,152100
"Pennsylvania",2002,5,104100
"Ohio",2002,5,112800
"Michigan",2002,5,127400
"Georgia",2002,5,131900
"North Carolina",2002,5,121400
"New Jersey",2002,5,215300
"Virginia",2002,5,151500
"Washington",2002,5,182200
"Massachusetts",2002,5,266300
"Indiana",2002,5,101900
"Arizona",2002,5,139000
"Tennessee",2002,5,92600
"Missouri",2002,5,124200
"Maryland",2002,5,164100
"Wisconsin",2002,5,128300
"Minnesota",2002,5,162300
"Colorado",2002,5,201100
"Alabama",2002,5,96600
"South Carolina",2002,5,105200
"Kentucky",2002,5,100600
"Oregon",2002,5,159400
"Oklahoma",2002,5,72400
"Connecticut",2002,5,197500
"Mississippi",2002,5,77100
"Arkansas",2002,5,77200
"Utah",2002,5,164900
"Nevada",2002,5,158600
"New Mexico",2002,5,147600
"Nebraska",2002,5,108300
"Idaho",2002,5,123100
"Hawaii",2002,5,251900
"New Hampshire",2002,5,176600
"Rhode Island",2002,5,179600
"Montana",2002,5,110100
"Delaware",2002,5,141900
"South Dakota",2002,5,113600
"Alaska",2002,5,180500
"District of Columbia",2002,5,194700
"Wyoming",2002,5,122300
"California",2002,6,279300
"Texas",2002,6,102300
"Florida",2002,6,127500
"Illinois",2002,6,152800
"Pennsylvania",2002,6,104700
"Ohio",2002,6,113000
"Michigan",2002,6,127700
"Georgia",2002,6,132200
"North Carolina",2002,6,121600
"New Jersey",2002,6,218300
"Virginia",2002,6,152600
"Washington",2002,6,182800
"Massachusetts",2002,6,269100
"Indiana",2002,6,101800
"Arizona",2002,6,139600
"Tennessee",2002,6,92700
"Missouri",2002,6,124700
"Maryland",2002,6,165700
"Wisconsin",2002,6,129100
"Minnesota",2002,6,163600
"Colorado",2002,6,201700
"Alabama",2002,6,96900
"South Carolina",2002,6,105600
"Kentucky",2002,6,100900
"Oregon",2002,6,159900
"Oklahoma",2002,6,72600
"Connecticut",2002,6,199600
"Mississippi",2002,6,76900
"Arkansas",2002,6,77400
"Utah",2002,6,165100
"Nevada",2002,6,159100
"New Mexico",2002,6,147200
"Nebraska",2002,6,108300
"Idaho",2002,6,123400
"Hawaii",2002,6,254300
"New Hampshire",2002,6,178300
"Rhode Island",2002,6,183100
"Montana",2002,6,110400
"Delaware",2002,6,142900
"South Dakota",2002,6,113500
"Alaska",2002,6,181100
"District of Columbia",2002,6,199400
"Wyoming",2002,6,122200
"California",2002,7,283400
"Texas",2002,7,102800
"Florida",2002,7,128700
"Illinois",2002,7,153600
"Pennsylvania",2002,7,105500
"Ohio",2002,7,113400
"Michigan",2002,7,128100
"Georgia",2002,7,132500
"North Carolina",2002,7,122000
"New Jersey",2002,7,221700
"Virginia",2002,7,153900
"Washington",2002,7,183300
"Massachusetts",2002,7,272300
"Indiana",2002,7,101900
"Arizona",2002,7,140200
"Tennessee",2002,7,93000
"Missouri",2002,7,124700
"Maryland",2002,7,167600
"Wisconsin",2002,7,130200
"Minnesota",2002,7,165000
"Colorado",2002,7,202500
"Alabama",2002,7,97300
"South Carolina",2002,7,105800
"Kentucky",2002,7,101200
"Oregon",2002,7,160500
"Oklahoma",2002,7,72700
"Connecticut",2002,7,202100
"Mississippi",2002,7,76700
"Arkansas",2002,7,77800
"Utah",2002,7,165600
"Nevada",2002,7,159600
"New Mexico",2002,7,147700
"Nebraska",2002,7,108600
"Idaho",2002,7,124000
"Hawaii",2002,7,256800
"New Hampshire",2002,7,180300
"Rhode Island",2002,7,186600
"Montana",2002,7,110600
"Delaware",2002,7,144200
"South Dakota",2002,7,113400
"Alaska",2002,7,181800
"District of Columbia",2002,7,204300
"Wyoming",2002,7,122400
"California",2002,8,287800
"Texas",2002,8,103200
"Florida",2002,8,129600
"Illinois",2002,8,154000
"Pennsylvania",2002,8,106100
"Ohio",2002,8,113700
"Michigan",2002,8,128800
"Georgia",2002,8,133100
"North Carolina",2002,8,122400
"New Jersey",2002,8,225300
"Virginia",2002,8,155200
"Washington",2002,8,183800
"Massachusetts",2002,8,275600
"Indiana",2002,8,102000
"Arizona",2002,8,140900
"Tennessee",2002,8,93300
"Missouri",2002,8,125100
"Maryland",2002,8,169700
"Wisconsin",2002,8,131000
"Minnesota",2002,8,166400
"Colorado",2002,8,203300
"Alabama",2002,8,97300
"South Carolina",2002,8,106000
"Kentucky",2002,8,101400
"Oregon",2002,8,161300
"Oklahoma",2002,8,72800
"Connecticut",2002,8,204600
"Mississippi",2002,8,76400
"Arkansas",2002,8,78300
"Utah",2002,8,166100
"Nevada",2002,8,160400
"New Mexico",2002,8,149700
"Nebraska",2002,8,109300
"Idaho",2002,8,124500
"Hawaii",2002,8,259200
"New Hampshire",2002,8,182900
"Rhode Island",2002,8,189900
"Montana",2002,8,110800
"Delaware",2002,8,145700
"South Dakota",2002,8,113900
"Alaska",2002,8,182600
"District of Columbia",2002,8,208500
"Wyoming",2002,8,123500
"California",2002,9,292500
"Texas",2002,9,103800
"Florida",2002,9,130600
"Illinois",2002,9,154600
"Pennsylvania",2002,9,106900
"Ohio",2002,9,113900
"Michigan",2002,9,129600
"Georgia",2002,9,133500
"North Carolina",2002,9,122500
"New Jersey",2002,9,228600
"Virginia",2002,9,156500
"Washington",2002,9,184600
"Massachusetts",2002,9,279000
"Indiana",2002,9,102000
"Arizona",2002,9,141500
"Tennessee",2002,9,93500
"Missouri",2002,9,126300
"Maryland",2002,9,171500
"Wisconsin",2002,9,131400
"Minnesota",2002,9,167900
"Colorado",2002,9,203900
"Alabama",2002,9,97200
"South Carolina",2002,9,106300
"Kentucky",2002,9,101700
"Oregon",2002,9,162000
"Oklahoma",2002,9,73100
"Connecticut",2002,9,206700
"Mississippi",2002,9,76500
"Arkansas",2002,9,78800
"Utah",2002,9,166200
"Nevada",2002,9,161300
"New Mexico",2002,9,151300
"Nebraska",2002,9,110000
"Idaho",2002,9,124500
"Hawaii",2002,9,262800
"New Hampshire",2002,9,185800
"Rhode Island",2002,9,193300
"Montana",2002,9,110800
"Delaware",2002,9,147100
"South Dakota",2002,9,114700
"Alaska",2002,9,183400
"District of Columbia",2002,9,212400
"Wyoming",2002,9,123800
"California",2002,10,296900
"Texas",2002,10,104400
"Florida",2002,10,131900
"Illinois",2002,10,155700
"Pennsylvania",2002,10,107500
"Ohio",2002,10,114400
"Michigan",2002,10,130600
"Georgia",2002,10,133600
"North Carolina",2002,10,122500
"New Jersey",2002,10,231900
"Virginia",2002,10,157700
"Washington",2002,10,185500
"Massachusetts",2002,10,282100
"Indiana",2002,10,101800
"Arizona",2002,10,142300
"Tennessee",2002,10,93600
"Missouri",2002,10,127800
"Maryland",2002,10,173300
"Wisconsin",2002,10,132200
"Minnesota",2002,10,169200
"Colorado",2002,10,204300
"Alabama",2002,10,97300
"South Carolina",2002,10,106900
"Kentucky",2002,10,102200
"Oregon",2002,10,162800
"Oklahoma",2002,10,73300
"Connecticut",2002,10,208800
"Mississippi",2002,10,76700
"Arkansas",2002,10,79100
"Utah",2002,10,165700
"Nevada",2002,10,162400
"New Mexico",2002,10,151600
"Nebraska",2002,10,110500
"Idaho",2002,10,124700
"Hawaii",2002,10,266500
"New Hampshire",2002,10,188400
"Rhode Island",2002,10,196900
"Montana",2002,10,110700
"Delaware",2002,10,148400
"South Dakota",2002,10,115700
"Alaska",2002,10,183900
"District of Columbia",2002,10,216600
"Wyoming",2002,10,123800
"California",2002,11,301500
"Texas",2002,11,104900
"Florida",2002,11,133200
"Illinois",2002,11,156700
"Pennsylvania",2002,11,108300
"Ohio",2002,11,114800
"Michigan",2002,11,131300
"Georgia",2002,11,134100
"North Carolina",2002,11,123000
"New Jersey",2002,11,235200
"Virginia",2002,11,159000
"Washington",2002,11,186500
"Massachusetts",2002,11,285300
"Indiana",2002,11,101700
"Arizona",2002,11,143100
"Tennessee",2002,11,94000
"Missouri",2002,11,128300
"Maryland",2002,11,175500
"Wisconsin",2002,11,133000
"Minnesota",2002,11,170500
"Colorado",2002,11,204800
"Alabama",2002,11,97500
"South Carolina",2002,11,107300
"Kentucky",2002,11,102700
"Oregon",2002,11,163500
"Oklahoma",2002,11,73400
"Connecticut",2002,11,211300
"Mississippi",2002,11,77000
"Arkansas",2002,11,79500
"Utah",2002,11,165200
"Nevada",2002,11,163800
"New Mexico",2002,11,151200
"Nebraska",2002,11,111000
"Idaho",2002,11,125100
"Hawaii",2002,11,270300
"New Hampshire",2002,11,190700
"Rhode Island",2002,11,200500
"Montana",2002,11,110900
"Delaware",2002,11,149700
"South Dakota",2002,11,116500
"Alaska",2002,11,184200
"District of Columbia",2002,11,221600
"Wyoming",2002,11,124700
"California",2002,12,305900
"Texas",2002,12,105100
"Florida",2002,12,134400
"Illinois",2002,12,157500
"Pennsylvania",2002,12,109100
"Ohio",2002,12,115000
"Michigan",2002,12,131600
"Georgia",2002,12,134500
"North Carolina",2002,12,123600
"New Jersey",2002,12,238500
"Virginia",2002,12,160500
"Washington",2002,12,187700
"Massachusetts",2002,12,288900
"Indiana",2002,12,101400
"Arizona",2002,12,143800
"Tennessee",2002,12,94500
"Missouri",2002,12,127800
"Maryland",2002,12,177800
"Wisconsin",2002,12,133500
"Minnesota",2002,12,171400
"Colorado",2002,12,205300
"Alabama",2002,12,97500
"South Carolina",2002,12,107400
"Kentucky",2002,12,103100
"Oregon",2002,12,164500
"Oklahoma",2002,12,73700
"Connecticut",2002,12,213700
"Mississippi",2002,12,77000
"Arkansas",2002,12,79800
"Utah",2002,12,165100
"Nevada",2002,12,165400
"New Mexico",2002,12,150600
"Nebraska",2002,12,111200
"Idaho",2002,12,125500
"Hawaii",2002,12,274400
"New Hampshire",2002,12,192900
"Rhode Island",2002,12,203900
"Montana",2002,12,111400
"Delaware",2002,12,150900
"South Dakota",2002,12,117000
