"RegionName","Year","Month","Median"
"California",1996,4,158700
"Florida",1996,4,87000
"Illinois",1996,4,113900
"Pennsylvania",1996,4,84200
"Ohio",1996,4,88600
"Michigan",1996,4,89600
"Georgia",1996,4,92900
"North Carolina",1996,4,92400
"New Jersey",1996,4,142700
"Virginia",1996,4,113500
"Washington",1996,4,135200
"Massachusetts",1996,4,140500
"Indiana",1996,4,72100
"Arizona",1996,4,103300
"Tennessee",1996,4,71900
"Missouri",1996,4,80700
"Maryland",1996,4,128700
"Minnesota",1996,4,97500
"Colorado",1996,4,128800
"Alabama",1996,4,79800
"South Carolina",1996,4,80800
"Kentucky",1996,4,79100
"Oregon",1996,4,126400
"Oklahoma",1996,4,57500
"Connecticut",1996,4,135000
"Mississippi",1996,4,64200
"Arkansas",1996,4,66400
"Utah",1996,4,126400
"Nevada",1996,4,127400
"New Mexico",1996,4,118400
"Nebraska",1996,4,83000
"Idaho",1996,4,109300
"Hawaii",1996,4,227100
"New Hampshire",1996,4,98600
"Rhode Island",1996,4,115900
"Delaware",1996,4,107900
"California",1996,5,158600
"Florida",1996,5,87300
"Illinois",1996,5,114300
"Pennsylvania",1996,5,84500
"Ohio",1996,5,88800
"Michigan",1996,5,88800
"Georgia",1996,5,93300
"North Carolina",1996,5,92700
"New Jersey",1996,5,142400
"Virginia",1996,5,114100
"Washington",1996,5,135700
"Massachusetts",1996,5,140800
"Indiana",1996,5,74200
"Arizona",1996,5,103600
"Tennessee",1996,5,72300
"Missouri",1996,5,81400
"Maryland",1996,5,128400
"Minnesota",1996,5,98000
"Colorado",1996,5,129100
"Alabama",1996,5,79700
"South Carolina",1996,5,80900
"Kentucky",1996,5,79000
"Oregon",1996,5,127100
"Oklahoma",1996,5,57500
"Connecticut",1996,5,135300
"Mississippi",1996,5,64200
"Arkansas",1996,5,66300
"Utah",1996,5,126500
"Nevada",1996,5,127000
"New Mexico",1996,5,116400
"Nebraska",1996,5,83300
"Idaho",1996,5,109400
"Hawaii",1996,5,225100
"New Hampshire",1996,5,98700
"Rhode Island",1996,5,116400
"Delaware",1996,5,108100
"South Dakota",1996,5,88300
"California",1996,6,158300
"Florida",1996,6,87500
"Illinois",1996,6,114300
"Pennsylvania",1996,6,84600
"Ohio",1996,6,88900
"Michigan",1996,6,88800
"Georgia",1996,6,93500
"North Carolina",1996,6,92900
"New Jersey",1996,6,142200
"Virginia",1996,6,114500
"Washington",1996,6,135900
"Massachusetts",1996,6,141000
"Indiana",1996,6,75200
"Arizona",1996,6,103800
"Tennessee",1996,6,72600
"Missouri",1996,6,82000
"Maryland",1996,6,128000
"Minnesota",1996,6,98000
"Colorado",1996,6,129400
"Alabama",1996,6,80200
"South Carolina",1996,6,81100
"Kentucky",1996,6,79300
"Oregon",1996,6,127600
"Oklahoma",1996,6,57600
"Connecticut",1996,6,135500
"Mississippi",1996,6,64400
"Arkansas",1996,6,66300
"Utah",1996,6,126800
"Nevada",1996,6,126500
"New Mexico",1996,6,115400
"Nebraska",1996,6,83400
"Idaho",1996,6,109500
"Hawaii",1996,6,224100
"New Hampshire",1996,6,98700
"Rhode Island",1996,6,116600
"Delaware",1996,6,108400
"South Dakota",1996,6,87300
"California",1996,7,158100
"Florida",1996,7,87400
"Illinois",1996,7,113600
"Pennsylvania",1996,7,84500
"Ohio",1996,7,89100
"Michigan",1996,7,89600
"Georgia",1996,7,93600
"North Carolina",1996,7,93200
"New Jersey",1996,7,142000
"Virginia",1996,7,114700
"Washington",1996,7,135900
"Massachusetts",1996,7,141100
"Indiana",1996,7,75400
"Arizona",1996,7,104100
"Tennessee",1996,7,72900
"Missouri",1996,7,82600
"Maryland",1996,7,127500
"Minnesota",1996,7,98000
"Colorado",1996,7,129700
"Alabama",1996,7,80600
"South Carolina",1996,7,81100
"Kentucky",1996,7,79900
"Oregon",1996,7,128100
"Oklahoma",1996,7,57700
"Connecticut",1996,7,135600
"Mississippi",1996,7,64600
"Arkansas",1996,7,66200
"Utah",1996,7,127400
"Nevada",1996,7,126200
"New Mexico",1996,7,115700
"Nebraska",1996,7,83400
"Idaho",1996,7,109300
"Hawaii",1996,7,222700
"New Hampshire",1996,7,99000
"Rhode Island",1996,7,116500
"Delaware",1996,7,108900
"South Dakota",1996,7,86700
"California",1996,8,157800
"Florida",1996,8,87400
"Illinois",1996,8,112800
"Pennsylvania",1996,8,84600
"Ohio",1996,8,89200
"Michigan",1996,8,89100
"Georgia",1996,8,93600
"North Carolina",1996,8,93600
"New Jersey",1996,8,141700
"Virginia",1996,8,114700
"Washington",1996,8,136000
"Massachusetts",1996,8,141300
"Indiana",1996,8,75200
"Arizona",1996,8,104400
"Tennessee",1996,8,73100
"Missouri",1996,8,83300
"Maryland",1996,8,127200
"Minnesota",1996,8,98000
"Colorado",1996,8,130100
"Alabama",1996,8,80700
"South Carolina",1996,8,80800
"Kentucky",1996,8,80300
"Oregon",1996,8,128800
"Oklahoma",1996,8,57700
"Connecticut",1996,8,135800
"Mississippi",1996,8,65000
"Arkansas",1996,8,65900
"Utah",1996,8,128300
"Nevada",1996,8,126100
"New Mexico",1996,8,117500
"Nebraska",1996,8,83600
"Idaho",1996,8,108900
"Hawaii",1996,8,221400
"New Hampshire",1996,8,99300
"Rhode Island",1996,8,116100
"Delaware",1996,8,109700
"South Dakota",1996,8,86800
"California",1996,9,157600
"Florida",1996,9,87400
"Illinois",1996,9,112400
"Pennsylvania",1996,9,84900
"Ohio",1996,9,89400
"Michigan",1996,9,88300
"Georgia",1996,9,93800
"North Carolina",1996,9,93900
"New Jersey",1996,9,141500
"Virginia",1996,9,114600
"Washington",1996,9,136200
"Massachusetts",1996,9,141500
"Indiana",1996,9,75200
"Arizona",1996,9,104700
"Tennessee",1996,9,73400
"Missouri",1996,9,83700
"Maryland",1996,9,127100
"Minnesota",1996,9,98000
"Colorado",1996,9,130600
"Alabama",1996,9,80800
"South Carolina",1996,9,80600
"Kentucky",1996,9,80700
"Oregon",1996,9,129400
"Oklahoma",1996,9,57900
"Connecticut",1996,9,135800
"Mississippi",1996,9,65500
"Arkansas",1996,9,65800
"Utah",1996,9,129200
"Nevada",1996,9,126200
"New Mexico",1996,9,118600
"Nebraska",1996,9,83900
"Idaho",1996,9,108900
"Hawaii",1996,9,220500
"New Hampshire",1996,9,99500
"Rhode Island",1996,9,115700
"Delaware",1996,9,110100
"South Dakota",1996,9,87200
"California",1996,10,157500
"Florida",1996,10,87300
"Illinois",1996,10,112500
"Pennsylvania",1996,10,84800
"Ohio",1996,10,89600
"Michigan",1996,10,88000
"Georgia",1996,10,94200
"North Carolina",1996,10,94100
"New Jersey",1996,10,141300
"Virginia",1996,10,114600
"Washington",1996,10,136700
"Massachusetts",1996,10,141700
"Indiana",1996,10,75400
"Arizona",1996,10,104900
"Tennessee",1996,10,73400
"Missouri",1996,10,83700
"Maryland",1996,10,126900
"Minnesota",1996,10,97800
"Colorado",1996,10,131000
"Alabama",1996,10,81200
"South Carolina",1996,10,80700
"Kentucky",1996,10,81000
"Oregon",1996,10,130000
"Oklahoma",1996,10,58000
"Connecticut",1996,10,135600
"Mississippi",1996,10,65600
"Arkansas",1996,10,66000
"Utah",1996,10,130000
"Nevada",1996,10,126400
"New Mexico",1996,10,118500
"Nebraska",1996,10,84000
"Idaho",1996,10,108900
"Hawaii",1996,10,219900
"New Hampshire",1996,10,99700
"Rhode Island",1996,10,115400
"Delaware",1996,10,110300
"South Dakota",1996,10,87600
"California",1996,11,157800
"Florida",1996,11,87500
"Illinois",1996,11,112600
"Pennsylvania",1996,11,84500
"Ohio",1996,11,89700
"Michigan",1996,11,88400
"Georgia",1996,11,94600
"North Carolina",1996,11,94400
"New Jersey",1996,11,141200
"Virginia",1996,11,114800
"Washington",1996,11,137000
"Massachusetts",1996,11,142000
"Indiana",1996,11,75600
"Arizona",1996,11,105100
"Tennessee",1996,11,73600
"Missouri",1996,11,83600
"Maryland",1996,11,126900
"Minnesota",1996,11,97900
"Colorado",1996,11,131400
"Alabama",1996,11,81700
"South Carolina",1996,11,80900
"Kentucky",1996,11,81100
"Oregon",1996,11,130700
"Oklahoma",1996,11,58000
"Connecticut",1996,11,135500
"Mississippi",1996,11,65500
"Arkansas",1996,11,66000
"Utah",1996,11,130800
"Nevada",1996,11,126700
"New Mexico",1996,11,118700
"Nebraska",1996,11,84000
"Idaho",1996,11,108900
"Hawaii",1996,11,219300
"New Hampshire",1996,11,99700
"Rhode Island",1996,11,115100
"Delaware",1996,11,110500
"South Dakota",1996,11,88200
"California",1996,12,158000
"Florida",1996,12,87600
"Illinois",1996,12,113300
"Pennsylvania",1996,12,84600
"Ohio",1996,12,89800
"Michigan",1996,12,88500
"Georgia",1996,12,94800
"North Carolina",1996,12,94700
"New Jersey",1996,12,141000
"Virginia",1996,12,114800
"Washington",1996,12,137500
"Massachusetts",1996,12,142600
"Indiana",1996,12,75700
"Arizona",1996,12,105400
"Tennessee",1996,12,73800
"Missouri",1996,12,84200
"Maryland",1996,12,126900
"Minnesota",1996,12,98100
"Colorado",1996,12,131800
"Alabama",1996,12,81800
"South Carolina",1996,12,81200
"Kentucky",1996,12,81400
"Oregon",1996,12,131200
"Oklahoma",1996,12,58300
"Connecticut",1996,12,135600
"Mississippi",1996,12,65400
"Arkansas",1996,12,66100
"Utah",1996,12,131800
"Nevada",1996,12,127000
"New Mexico",1996,12,118500
"Nebraska",1996,12,84100
"Idaho",1996,12,109000
"Hawaii",1996,12,218700
"New Hampshire",1996,12,99800
"Rhode Island",1996,12,115100
"Delaware",1996,12,110500
"South Dakota",1996,12,88900
"California",1997,1,158500
"Florida",1997,1,87900
"Illinois",1997,1,114300
"Pennsylvania",1997,1,84800
"Ohio",1997,1,90200
"Michigan",1997,1,88400
"Georgia",1997,1,95000
"North Carolina",1997,1,95100
"New Jersey",1997,1,141200
"Virginia",1997,1,114900
"Washington",1997,1,138200
"Massachusetts",1997,1,143400
"Indiana",1997,1,76300
"Arizona",1997,1,106000
"Tennessee",1997,1,74100
"Missouri",1997,1,85500
"Maryland",1997,1,127200
"Minnesota",1997,1,98600
"Colorado",1997,1,132400
"Alabama",1997,1,81700
"South Carolina",1997,1,81500
"Kentucky",1997,1,81600
"Oregon",1997,1,131700
"Oklahoma",1997,1,58500
"Connecticut",1997,1,135900
"Mississippi",1997,1,65200
"Arkansas",1997,1,66200
"Utah",1997,1,132700
"Nevada",1997,1,127400
"New Mexico",1997,1,118100
"Nebraska",1997,1,84400
"Idaho",1997,1,109500
"Hawaii",1997,1,218100
"New Hampshire",1997,1,100500
"Rhode Island",1997,1,115500
"Delaware",1997,1,110500
"South Dakota",1997,1,89300
"California",1997,2,159200
"Texas",1997,2,81200
"Florida",1997,2,88300
"Illinois",1997,2,114900
"Pennsylvania",1997,2,84900
"Ohio",1997,2,90500
"Michigan",1997,2,88400
"Georgia",1997,2,95300
"North Carolina",1997,2,95700
"New Jersey",1997,2,141600
"Virginia",1997,2,115300
"Washington",1997,2,138900
"Massachusetts",1997,2,144300
"Indiana",1997,2,77500
"Arizona",1997,2,106600
"Tennessee",1997,2,74500
"Missouri",1997,2,86700
"Maryland",1997,2,127500
"Minnesota",1997,2,99400
"Colorado",1997,2,133000
"Alabama",1997,2,81800
"South Carolina",1997,2,81700
"Kentucky",1997,2,81800
"Oregon",1997,2,132200
"Oklahoma",1997,2,58500
"Connecticut",1997,2,136400
"Mississippi",1997,2,65000
"Arkansas",1997,2,66400
"Utah",1997,2,133400
"Nevada",1997,2,127800
"New Mexico",1997,2,118200
"Nebraska",1997,2,84600
"Idaho",1997,2,109900
"Hawaii",1997,2,217500
"New Hampshire",1997,2,101300
"Rhode Island",1997,2,115900
"Delaware",1997,2,110500
"South Dakota",1997,2,89800
"California",1997,3,159900
"Texas",1997,3,81600
"Florida",1997,3,88800
"Illinois",1997,3,114800
"Pennsylvania",1997,3,85100
"Ohio",1997,3,90800
"Michigan",1997,3,88700
"Georgia",1997,3,95600
"North Carolina",1997,3,96100
"New Jersey",1997,3,142000
"Virginia",1997,3,115500
"Washington",1997,3,139600
"Massachusetts",1997,3,145000
"Indiana",1997,3,78500
"Arizona",1997,3,106900
"Tennessee",1997,3,74800
"Missouri",1997,3,87600
"Maryland",1997,3,127600
"Minnesota",1997,3,100000
"Colorado",1997,3,133500
"Alabama",1997,3,82000
"South Carolina",1997,3,81900
"Kentucky",1997,3,82000
"Oregon",1997,3,132600
"Oklahoma",1997,3,58600
"Connecticut",1997,3,136700
"Mississippi",1997,3,65100
"Arkansas",1997,3,66800
"Utah",1997,3,134200
"Nevada",1997,3,128400
"New Mexico",1997,3,118900
"Nebraska",1997,3,84800
"Idaho",1997,3,110500
"Hawaii",1997,3,216500
"New Hampshire",1997,3,101500
"Rhode Island",1997,3,116100
"Delaware",1997,3,110500
"South Dakota",1997,3,90400
"California",1997,4,160000
"Texas",1997,4,82000
"Florida",1997,4,88800
"Illinois",1997,4,114700
"Pennsylvania",1997,4,85200
"Ohio",1997,4,91100
"Michigan",1997,4,89300
"Georgia",1997,4,95800
"North Carolina",1997,4,96500
"New Jersey",1997,4,142100
"Virginia",1997,4,115400
"Washington",1997,4,140100
"Massachusetts",1997,4,145400
"Indiana",1997,4,78500
"Arizona",1997,4,107000
"Tennessee",1997,4,75000
"Missouri",1997,4,88000
"Maryland",1997,4,127600
"Minnesota",1997,4,100400
"Colorado",1997,4,133800
"Alabama",1997,4,82000
"South Carolina",1997,4,82100
"Kentucky",1997,4,82200
"Oregon",1997,4,132900
"Oklahoma",1997,4,58900
"Connecticut",1997,4,136700
"Mississippi",1997,4,65300
"Arkansas",1997,4,67400
"Utah",1997,4,135200
"Nevada",1997,4,128600
"New Mexico",1997,4,120000
"Nebraska",1997,4,85500
"Idaho",1997,4,111000
"Hawaii",1997,4,215300
"New Hampshire",1997,4,101600
"Rhode Island",1997,4,116100
"Delaware",1997,4,110500
"South Dakota",1997,4,90700
"California",1997,5,160200
"Texas",1997,5,82400
"Florida",1997,5,88800
"Illinois",1997,5,114700
"Pennsylvania",1997,5,85000
"Ohio",1997,5,91300
"Michigan",1997,5,90200
"Georgia",1997,5,96100
"North Carolina",1997,5,97200
"New Jersey",1997,5,142100
"Virginia",1997,5,115200
"Washington",1997,5,140800
"Massachusetts",1997,5,145900
"Indiana",1997,5,78400
"Arizona",1997,5,107200
"Tennessee",1997,5,75200
"Missouri",1997,5,88200
"Maryland",1997,5,127700
"Minnesota",1997,5,100600
"Colorado",1997,5,134300
"Alabama",1997,5,81500
"South Carolina",1997,5,82200
"Kentucky",1997,5,82600
"Oregon",1997,5,133100
"Oklahoma",1997,5,59200
"Connecticut",1997,5,136900
"Mississippi",1997,5,65600
"Arkansas",1997,5,67700
"Utah",1997,5,136100
"Nevada",1997,5,128600
"New Mexico",1997,5,120300
"Nebraska",1997,5,86100
"Idaho",1997,5,110900
"Hawaii",1997,5,213900
"New Hampshire",1997,5,102100
"Rhode Island",1997,5,115700
"Delaware",1997,5,110700
"South Dakota",1997,5,91300
"California",1997,6,160500
"Texas",1997,6,82900
"Florida",1997,6,89100
"Illinois",1997,6,114900
"Pennsylvania",1997,6,85000
"Ohio",1997,6,91600
"Michigan",1997,6,90800
"Georgia",1997,6,96600
"North Carolina",1997,6,97800
"New Jersey",1997,6,142300
"Virginia",1997,6,115200
"Washington",1997,6,141600
"Massachusetts",1997,6,146500
"Indiana",1997,6,78700
"Arizona",1997,6,107500
"Tennessee",1997,6,75500
"Missouri",1997,6,88900
"Maryland",1997,6,127700
"Minnesota",1997,6,100900
"Colorado",1997,6,134800
"Alabama",1997,6,81300
"South Carolina",1997,6,82300
"Kentucky",1997,6,83000
"Oregon",1997,6,133400
"Oklahoma",1997,6,59300
"Connecticut",1997,6,137000
"Mississippi",1997,6,65900
"Arkansas",1997,6,67700
"Utah",1997,6,136700
"Nevada",1997,6,128700
"New Mexico",1997,6,120000
"Nebraska",1997,6,86500
"Idaho",1997,6,110400
"Hawaii",1997,6,212900
"New Hampshire",1997,6,102900
"Rhode Island",1997,6,115100
"Delaware",1997,6,110700
"South Dakota",1997,6,91900
"California",1997,7,161000
"Texas",1997,7,83400
"Florida",1997,7,89400
"Illinois",1997,7,115300
"Pennsylvania",1997,7,85100
"Ohio",1997,7,92000
"Michigan",1997,7,91200
"Georgia",1997,7,97300
"North Carolina",1997,7,98200
"New Jersey",1997,7,142400
"Virginia",1997,7,115100
"Washington",1997,7,142400
"Massachusetts",1997,7,147200
"Indiana",1997,7,79300
"Arizona",1997,7,107800
"Tennessee",1997,7,75800
"Missouri",1997,7,89500
"Maryland",1997,7,127500
"Minnesota",1997,7,101200
"Colorado",1997,7,135400
"Alabama",1997,7,81400
"South Carolina",1997,7,82700
"Kentucky",1997,7,83400
"Oregon",1997,7,133900
"Oklahoma",1997,7,59600
"Connecticut",1997,7,137100
"Mississippi",1997,7,66100
"Arkansas",1997,7,67600
"Utah",1997,7,137400
"Nevada",1997,7,128900
"New Mexico",1997,7,119700
"Nebraska",1997,7,86700
"Idaho",1997,7,110400
"Hawaii",1997,7,212600
"New Hampshire",1997,7,103700
"Rhode Island",1997,7,114900
"Delaware",1997,7,110700
"South Dakota",1997,7,92400
"California",1997,8,161300
"Texas",1997,8,84000
"Florida",1997,8,89500
"Illinois",1997,8,115600
"Pennsylvania",1997,8,85200
"Ohio",1997,8,92200
"Michigan",1997,8,91500
"Georgia",1997,8,97900
"North Carolina",1997,8,98700
"New Jersey",1997,8,142200
"Virginia",1997,8,115200
"Washington",1997,8,143200
"Massachusetts",1997,8,147700
"Indiana",1997,8,80000
"Arizona",1997,8,108100
"Tennessee",1997,8,76100
"Missouri",1997,8,90000
"Maryland",1997,8,127400
"Wisconsin",1997,8,100200
"Minnesota",1997,8,101500
"Colorado",1997,8,136100
"Alabama",1997,8,81500
"South Carolina",1997,8,83400
"Kentucky",1997,8,83500
"Oregon",1997,8,134300
"Oklahoma",1997,8,59800
"Connecticut",1997,8,137200
"Mississippi",1997,8,66500
"Arkansas",1997,8,67700
"Utah",1997,8,138400
"Nevada",1997,8,128900
"New Mexico",1997,8,119600
"Nebraska",1997,8,86900
"Idaho",1997,8,110700
"Hawaii",1997,8,212700
"New Hampshire",1997,8,104400
"Rhode Island",1997,8,114900
"Delaware",1997,8,110600
"South Dakota",1997,8,92600
"District of Columbia",1997,8,123100
"California",1997,9,161900
"Texas",1997,9,84600
"Florida",1997,9,89800
"Illinois",1997,9,115900
"Pennsylvania",1997,9,85300
"Ohio",1997,9,92500
"Michigan",1997,9,91900
"Georgia",1997,9,98300
"North Carolina",1997,9,99400
"New Jersey",1997,9,142300
"Virginia",1997,9,115400
"Washington",1997,9,143900
"Massachusetts",1997,9,148200
"Indiana",1997,9,80800
"Arizona",1997,9,108600
"Tennessee",1997,9,76400
"Missouri",1997,9,90400
"Maryland",1997,9,127300
"Wisconsin",1997,9,100900
"Minnesota",1997,9,101900
"Colorado",1997,9,136800
"Alabama",1997,9,81700
"South Carolina",1997,9,83700
"Kentucky",1997,9,83700
"Oregon",1997,9,134800
"Oklahoma",1997,9,60000
"Connecticut",1997,9,137500
"Mississippi",1997,9,67000
"Arkansas",1997,9,67800
"Utah",1997,9,139100
"Nevada",1997,9,129000
"New Mexico",1997,9,119800
"Nebraska",1997,9,87200
"Idaho",1997,9,111100
"Hawaii",1997,9,212600
"New Hampshire",1997,9,105000
"Rhode Island",1997,9,114900
"Delaware",1997,9,110900
"South Dakota",1997,9,92400
"District of Columbia",1997,9,122400
"California",1997,10,162700
"Texas",1997,10,84800
"Florida",1997,10,90100
"Illinois",1997,10,116300
"Pennsylvania",1997,10,85400
"Ohio",1997,10,93100
"Michigan",1997,10,92400
"Georgia",1997,10,98800
"North Carolina",1997,10,100000
"New Jersey",1997,10,142700
"Virginia",1997,10,115800
"Washington",1997,10,144500
"Massachusetts",1997,10,148900
"Indiana",1997,10,81500
"Arizona",1997,10,109000
"Tennessee",1997,10,76800
"Missouri",1997,10,91000
"Maryland",1997,10,127300
"Wisconsin",1997,10,102100
"Minnesota",1997,10,102500
"Colorado",1997,10,137600
"Alabama",1997,10,81900
"South Carolina",1997,10,83800
"Kentucky",1997,10,84000
"Oregon",1997,10,135400
"Oklahoma",1997,10,60200
"Connecticut",1997,10,137900
"Mississippi",1997,10,67700
"Arkansas",1997,10,68000
"Utah",1997,10,139500
"Nevada",1997,10,129200
"New Mexico",1997,10,120600
"Nebraska",1997,10,87700
"Idaho",1997,10,111700
"Hawaii",1997,10,212100
"New Hampshire",1997,10,105800
"Rhode Island",1997,10,115200
"Delaware",1997,10,111200
"South Dakota",1997,10,92100
"District of Columbia",1997,10,122100
"California",1997,11,163900
"Texas",1997,11,84500
"Florida",1997,11,90400
"Illinois",1997,11,116700
"Pennsylvania",1997,11,85700
"Ohio",1997,11,93400
"Michigan",1997,11,93000
"Georgia",1997,11,99300
"North Carolina",1997,11,100400
"New Jersey",1997,11,143100
"Virginia",1997,11,116200
"Washington",1997,11,145300
"Massachusetts",1997,11,149900
"Indiana",1997,11,82300
"Arizona",1997,11,109200
"Tennessee",1997,11,77400
"Missouri",1997,11,91300
"Maryland",1997,11,127500
"Wisconsin",1997,11,103400
"Minnesota",1997,11,103100
"Colorado",1997,11,138300
"Alabama",1997,11,82000
"South Carolina",1997,11,84100
"Kentucky",1997,11,84400
"Oregon",1997,11,136100
"Oklahoma",1997,11,60300
"Connecticut",1997,11,138300
"Mississippi",1997,11,68200
"Arkansas",1997,11,68300
"Utah",1997,11,139900
"Nevada",1997,11,129400
"New Mexico",1997,11,120900
"Nebraska",1997,11,88100
"Idaho",1997,11,112300
"Hawaii",1997,11,211300
"New Hampshire",1997,11,106800
"Rhode Island",1997,11,115700
"Delaware",1997,11,111700
"South Dakota",1997,11,91900
"District of Columbia",1997,11,122500
"California",1997,12,165300
"Texas",1997,12,84400
"Florida",1997,12,90700
"Illinois",1997,12,117000
"Pennsylvania",1997,12,85900
"Ohio",1997,12,93700
"Michigan",1997,12,94000
"Georgia",1997,12,99700
"North Carolina",1997,12,100900
"New Jersey",1997,12,143500
"Virginia",1997,12,116400
"Washington",1997,12,146200
"Massachusetts",1997,12,151100
"Indiana",1997,12,83000
"Arizona",1997,12,109600
"Tennessee",1997,12,77900
"Missouri",1997,12,91700
"Maryland",1997,12,127600
"Wisconsin",1997,12,103900
"Minnesota",1997,12,103900
"Colorado",1997,12,139300
"Alabama",1997,12,82400
"South Carolina",1997,12,84500
"Kentucky",1997,12,84600
"Oregon",1997,12,136800
"Oklahoma",1997,12,60400
"Connecticut",1997,12,138900
"Mississippi",1997,12,68600
"Arkansas",1997,12,68600
"Utah",1997,12,140100
"Nevada",1997,12,129600
"New Mexico",1997,12,120400
"Nebraska",1997,12,88500
"Idaho",1997,12,112300
"Hawaii",1997,12,210200
"New Hampshire",1997,12,107600
"Rhode Island",1997,12,116000
"Delaware",1997,12,112200
"South Dakota",1997,12,92000
"District of Columbia",1997,12,123700
"California",1998,1,166800
"Texas",1998,1,84600
"Florida",1998,1,91300
"Illinois",1998,1,117300
"Pennsylvania",1998,1,86200
"Ohio",1998,1,94100
"Michigan",1998,1,94900
"Georgia",1998,1,100300
"North Carolina",1998,1,101500
"New Jersey",1998,1,144400
"Virginia",1998,1,116800
"Washington",1998,1,147100
"Massachusetts",1998,1,152500
"Indiana",1998,1,83400
"Arizona",1998,1,110300
"Tennessee",1998,1,78600
"Missouri",1998,1,92100
"Maryland",1998,1,127900
"Wisconsin",1998,1,104000
"Minnesota",1998,1,104700
"Colorado",1998,1,140400
"Alabama",1998,1,82900
"South Carolina",1998,1,84800
"Kentucky",1998,1,84800
"Oregon",1998,1,137500
"Oklahoma",1998,1,60700
"Connecticut",1998,1,139700
"Mississippi",1998,1,68700
"Arkansas",1998,1,68700
"Utah",1998,1,140400
"Nevada",1998,1,130200
"New Mexico",1998,1,120000
"Nebraska",1998,1,89100
"Idaho",1998,1,111800
"Hawaii",1998,1,209800
"New Hampshire",1998,1,108400
"Rhode Island",1998,1,116500
"Montana",1998,1,96400
"Delaware",1998,1,112800
"South Dakota",1998,1,92500
"District of Columbia",1998,1,125300
"California",1998,2,168700
"Texas",1998,2,85000
"Florida",1998,2,92000
"Illinois",1998,2,117600
"Pennsylvania",1998,2,86500
"Ohio",1998,2,94400
"Michigan",1998,2,95100
"Georgia",1998,2,101000
"North Carolina",1998,2,102200
"New Jersey",1998,2,145500
"Virginia",1998,2,117400
"Washington",1998,2,148000
"Massachusetts",1998,2,153900
"Indiana",1998,2,83500
"Arizona",1998,2,111000
"Tennessee",1998,2,79100
"Missouri",1998,2,92600
"Maryland",1998,2,128600
"Wisconsin",1998,2,103900
"Minnesota",1998,2,105600
"Colorado",1998,2,141200
"Alabama",1998,2,83400
"South Carolina",1998,2,85200
"Kentucky",1998,2,85200
"Oregon",1998,2,138100
"Oklahoma",1998,2,61000
"Connecticut",1998,2,140600
"Mississippi",1998,2,68900
"Arkansas",1998,2,68900
"Utah",1998,2,140900
"Nevada",1998,2,130600
"New Mexico",1998,2,120100
"Nebraska",1998,2,89500
"Idaho",1998,2,111300
"Hawaii",1998,2,209900
"New Hampshire",1998,2,109300
"Rhode Island",1998,2,117200
"Montana",1998,2,96200
"Delaware",1998,2,113100
"South Dakota",1998,2,93100
"District of Columbia",1998,2,126300
"California",1998,3,168800
"Texas",1998,3,85400
"Florida",1998,3,92400
"Illinois",1998,3,117800
"Pennsylvania",1998,3,86900
"Ohio",1998,3,94800
"Michigan",1998,3,94900
"Georgia",1998,3,101700
"North Carolina",1998,3,103000
"New Jersey",1998,3,146400
"Virginia",1998,3,117800
"Washington",1998,3,148500
"Massachusetts",1998,3,155100
"Indiana",1998,3,83600
"Arizona",1998,3,111400
"Tennessee",1998,3,79500
"Missouri",1998,3,93200
"Maryland",1998,3,129100
"Wisconsin",1998,3,103900
"Minnesota",1998,3,106600
"Colorado",1998,3,141900
"Alabama",1998,3,83900
"South Carolina",1998,3,85800
"Kentucky",1998,3,85500
"Oregon",1998,3,138600
"Oklahoma",1998,3,61300
"Connecticut",1998,3,141500
"Mississippi",1998,3,69400
"Arkansas",1998,3,69200
"Utah",1998,3,141500
"Nevada",1998,3,130500
"New Mexico",1998,3,121300
"Nebraska",1998,3,89800
"Idaho",1998,3,110800
"Hawaii",1998,3,210000
"New Hampshire",1998,3,110100
"Rhode Island",1998,3,117700
"Montana",1998,3,96400
"Delaware",1998,3,113500
"South Dakota",1998,3,93500
"District of Columbia",1998,3,127200
"California",1998,4,168800
"Texas",1998,4,85700
"Florida",1998,4,92600
"Illinois",1998,4,117900
"Pennsylvania",1998,4,87300
"Ohio",1998,4,95100
"Michigan",1998,4,95400
"Georgia",1998,4,102100
"North Carolina",1998,4,103500
"New Jersey",1998,4,147100
"Virginia",1998,4,118000
"Washington",1998,4,149000
"Massachusetts",1998,4,156200
"Indiana",1998,4,83600
"Arizona",1998,4,111600
"Tennessee",1998,4,79900
"Missouri",1998,4,93600
"Maryland",1998,4,129300
"Wisconsin",1998,4,104100
"Minnesota",1998,4,107200
"Colorado",1998,4,142400
"Alabama",1998,4,84400
"South Carolina",1998,4,86000
"Kentucky",1998,4,85800
"Oregon",1998,4,139000
"Oklahoma",1998,4,61500
"Connecticut",1998,4,142200
"Mississippi",1998,4,70000
"Arkansas",1998,4,69500
"Utah",1998,4,141800
"Nevada",1998,4,130400
"New Mexico",1998,4,123100
"Nebraska",1998,4,89800
"Idaho",1998,4,110400
"Hawaii",1998,4,209400
"New Hampshire",1998,4,110500
"Rhode Island",1998,4,117900
"Montana",1998,4,96000
"Delaware",1998,4,114000
"South Dakota",1998,4,93700
"District of Columbia",1998,4,127900
"Wyoming",1998,4,102700
"California",1998,5,170400
"Texas",1998,5,86100
"Florida",1998,5,92800
